Order_id,scheduled_deliver_date,deliver_date
102,2021-04-14,2021-04-13
103,2021-04-09,2021-04-08
104,2021-04-15,2021-04-14
105,2021-04-09,2021-04-06
106,2021-04-08,2021-04-05
107,2021-04-12,2021-04-11
108,2021-04-19,2021-04-18
109,2021-04-14,2021-04-14
110,2021-04-14,2021-04-14
111,2021-04-17,2021-04-15
112,2021-04-20,2021-04-18
113,2021-04-16,2021-04-15
114,2021-04-21,2021-04-21
115,2021-04-11,2021-04-11
116,2021-04-19,2021-04-19
117,2021-04-18,2021-04-17
118,2021-04-22,2021-04-21
119,2021-04-15,2021-04-14
120,2021-04-22,2021-04-19
121,2021-04-19,2021-04-16
122,2021-04-20,2021-04-18
123,2021-04-12,2021-04-10
124,2021-05-07,2021-05-07
125,2021-04-21,2021-04-19
126,2021-04-14,2021-04-11
127,2021-04-13,2021-04-12
128,2021-04-19,2021-04-17
129,2021-04-19,2021-04-19
130,2021-04-17,2021-04-16
131,2021-04-15,2021-04-13
132,2021-04-19,2021-04-25
133,2021-04-21,2021-04-20
134,2021-04-20,2021-04-19
135,2021-04-17,2021-04-15
136,2021-04-19,2021-04-26
137,2021-04-23,2021-04-29
138,2021-04-18,2021-04-18
139,2021-04-18,2021-04-18
140,2021-04-16,2021-04-14
141,2021-04-21,2021-04-20
142,2021-04-25,2021-04-23
143,2021-04-17,2021-04-15
144,2021-04-20,2021-04-20
145,2021-04-29,2021-04-26
146,2021-05-16,2021-05-16
147,2021-04-23,2021-04-23
148,2021-04-26,2021-04-26
149,2021-04-30,2021-04-28
150,2021-05-01,2021-05-01
151,2021-04-28,2021-04-26
152,2021-04-29,2021-04-27
153,2021-05-04,2021-05-04
154,2021-05-09,2021-05-06
155,2021-04-29,2021-04-28
156,2021-05-04,2021-05-03
157,2021-05-24,2021-05-24
158,2021-05-01,2021-04-29
159,2021-04-30,2021-04-30
160,2021-05-02,2021-04-29
161,2021-04-27,2021-04-25
162,2021-05-05,2021-05-05
163,2021-05-02,2021-05-01
164,2021-05-05,2021-05-03
165,2021-04-29,2021-04-29
166,2021-05-03,2021-05-02
167,2021-05-26,2021-05-25
168,2021-05-09,2021-05-06
169,2021-05-11,2021-05-10
170,2021-05-05,2021-05-02
171,2021-05-02,2021-05-02
172,2021-05-07,2021-05-05
173,2021-05-23,2021-05-20
174,2021-05-22,2021-05-22
175,2021-05-03,2021-05-03
176,2021-05-01,2021-04-30
177,2021-05-28,2021-05-26
178,2021-05-05,2021-05-03
179,2021-05-05,2021-05-04
180,2021-05-07,2021-05-05
181,2021-05-20,2021-05-18
182,2021-05-10,2021-05-09
183,2021-05-09,2021-05-06
184,2021-05-04,2021-05-01
185,2021-05-12,2021-05-10
186,2021-05-03,2021-04-30
187,2021-05-08,2021-05-07
188,2021-05-12,2021-05-12
189,2021-05-12,2021-05-12
190,2021-05-28,2021-05-27
191,2021-05-13,2021-05-10
192,2021-05-12,2021-05-12
193,2021-05-14,2021-05-11
194,2021-05-05,2021-05-03
195,2021-05-06,2021-05-03
196,2021-05-07,2021-05-07
197,2021-05-09,2021-05-06
198,2021-05-15,2021-05-15
199,2021-05-09,2021-05-08
200,2021-05-15,2021-05-14
201,2021-05-12,2021-05-09
202,2021-05-09,2021-05-06
203,2021-05-15,2021-05-13
204,2021-05-12,2021-05-11
205,2021-05-10,2021-05-07
206,2021-05-14,2021-05-14
207,2021-05-16,2021-05-13
208,2021-05-13,2021-05-11
209,2021-05-19,2021-05-19
210,2021-05-20,2021-05-20
211,2021-05-13,2021-05-10
212,2021-05-17,2021-05-16
213,2021-05-15,2021-05-15
214,2021-06-03,2021-06-01
215,2021-05-14,2021-05-12
216,2021-05-22,2021-05-20
217,2021-05-22,2021-05-21
218,2021-05-25,2021-05-24
219,2021-05-19,2021-05-19
220,2021-05-17,2021-05-17
221,2021-05-14,2021-05-11
222,2021-05-18,2021-05-16
223,2021-05-15,2021-05-14
224,2021-05-24,2021-05-23
225,2021-05-23,2021-05-22
226,2021-05-19,2021-05-19
227,2021-05-23,2021-05-22
228,2021-05-23,2021-05-22
229,2021-05-23,2021-05-23
230,2021-05-23,2021-05-21
231,2021-05-23,2021-05-20
232,2021-05-26,2021-05-24
233,2021-05-27,2021-05-25
234,2021-05-19,2021-05-19
235,2021-05-28,2021-05-25
236,2021-05-20,2021-05-17
237,2021-05-21,2021-05-19
238,2021-05-24,2021-05-21
239,2021-05-26,2021-05-23
240,2021-05-30,2021-05-27
241,2021-06-06,2021-06-06
242,2021-05-31,2021-05-28
243,2021-06-15,2021-06-14
244,2021-05-30,2021-05-29
245,2021-05-26,2021-05-23
246,2021-05-28,2021-05-26
247,2021-05-28,2021-05-28
248,2021-05-29,2021-05-28
249,2021-06-02,2021-06-02
250,2021-06-15,2021-06-12
251,2021-06-02,2021-05-31
252,2021-05-27,2021-05-25
253,2021-05-28,2021-05-28
254,2021-06-01,2021-06-01
255,2021-05-28,2021-05-26
256,2021-06-07,2021-06-05
257,2021-06-05,2021-06-03
258,2021-05-27,2021-05-26
259,2021-06-05,2021-06-03
260,2021-06-04,2021-06-03
261,2021-05-29,2021-05-27
262,2021-05-27,2021-05-24
263,2021-05-27,2021-05-25
264,2021-06-14,2021-06-13
265,2021-06-13,2021-06-11
266,2021-06-15,2021-06-15
267,2021-06-13,2021-06-12
268,2021-06-09,2021-06-07
269,2021-06-19,2021-06-17
270,2021-06-12,2021-06-10
271,2021-06-14,2021-06-13
272,2021-06-16,2021-06-14
273,2021-06-06,2021-06-04
274,2021-06-28,2021-06-27
275,2021-06-17,2021-06-16
276,2021-06-07,2021-06-07
277,2021-06-18,2021-06-15
278,2021-06-12,2021-06-11
279,2021-06-26,2021-06-26
280,2021-06-11,2021-06-08
281,2021-06-09,2021-06-06
282,2021-06-17,2021-06-15
283,2021-06-09,2021-06-08
284,2021-06-10,2021-06-07
285,2021-07-08,2021-07-06
286,2021-06-18,2021-06-18
287,2021-06-17,2021-06-16
288,2021-06-17,2021-06-16
289,2021-06-19,2021-06-18
290,2021-06-12,2021-06-11
291,2021-06-13,2021-06-10
292,2021-07-04,2021-07-04
293,2021-06-14,2021-06-14
294,2021-06-17,2021-06-16
295,2021-06-19,2021-06-16
296,2021-06-21,2021-06-20
297,2021-06-14,2021-06-11
298,2021-06-18,2021-06-16
299,2021-06-14,2021-06-12
300,2021-06-18,2021-06-17
301,2021-06-17,2021-06-15
302,2021-06-17,2021-06-14
303,2021-06-17,2021-06-15
304,2021-06-15,2021-06-12
305,2021-06-13,2021-06-11
306,2021-06-22,2021-06-19
307,2021-06-19,2021-06-19
308,2021-06-23,2021-06-22
309,2021-06-14,2021-06-18
310,2021-06-20,2021-06-20
311,2021-06-29,2021-06-28
312,2021-06-17,2021-06-17
313,2021-07-01,2021-07-01
314,2021-06-29,2021-06-29
315,2021-06-30,2021-06-28
316,2021-06-19,2021-06-17
317,2021-06-24,2021-06-24
318,2021-06-27,2021-06-25
319,2021-06-26,2021-06-24
320,2021-06-25,2021-06-22
321,2021-06-22,2021-06-22
322,2021-06-20,2021-06-19
323,2021-06-19,2021-06-17
324,2021-07-13,2021-07-12
325,2021-06-28,2021-06-26
326,2021-06-27,2021-06-27
327,2021-06-24,2021-06-21
328,2021-06-28,2021-06-27
329,2021-06-26,2021-06-26
330,2021-07-03,2021-07-02
331,2021-07-05,2021-07-02
332,2021-06-26,2021-06-25
333,2021-06-27,2021-06-26
334,2021-07-05,2021-07-03
335,2021-07-04,2021-07-04
336,2021-07-06,2021-07-05
337,2021-07-05,2021-07-02
338,2021-07-21,2021-07-20
339,2021-07-15,2021-07-12
340,2021-06-28,2021-06-25
341,2021-07-08,2021-07-05
342,2021-06-28,2021-06-28
343,2021-07-19,2021-07-16
344,2021-07-01,2021-06-29
345,2021-07-05,2021-07-02
346,2021-07-02,2021-07-01
347,2021-07-11,2021-07-08
348,2021-07-06,2021-07-03
349,2021-07-03,2021-07-01
350,2021-07-06,2021-07-03
351,2021-07-07,2021-07-06
352,2021-07-02,2021-06-30
353,2021-07-01,2021-06-30
354,2021-07-08,2021-07-08
355,2021-07-04,2021-07-02
356,2021-07-10,2021-07-07
357,2021-07-07,2021-07-06
358,2021-07-11,2021-07-09
359,2021-07-10,2021-07-09
360,2021-07-10,2021-07-07
361,2021-07-06,2021-07-05
362,2021-07-07,2021-07-06
363,2021-07-07,2021-07-04
364,2021-07-09,2021-07-08
365,2021-07-07,2021-07-07
366,2021-07-03,2021-07-02
367,2021-07-06,2021-07-03
368,2021-07-06,2021-07-03
369,2021-07-04,2021-07-04
370,2021-07-07,2021-07-05
371,2021-07-06,2021-07-04
372,2021-07-10,2021-07-10
373,2021-07-12,2021-07-09
374,2021-07-08,2021-07-06
375,2021-08-01,2021-07-29
376,2021-07-13,2021-07-13
377,2021-07-11,2021-07-09
378,2021-07-16,2021-07-16
379,2021-07-14,2021-07-13
380,2021-07-26,2021-07-23
381,2021-07-18,2021-07-16
382,2021-07-30,2021-07-30
383,2021-07-20,2021-07-18
384,2021-07-20,2021-07-17
385,2021-07-18,2021-07-17
386,2021-07-17,2021-07-17
387,2021-07-21,2021-07-18
388,2021-08-01,2021-07-29
389,2021-07-20,2021-07-17
390,2021-07-19,2021-07-19
391,2021-07-19,2021-07-17
392,2021-07-16,2021-07-14
393,2021-07-18,2021-07-15
394,2021-07-18,2021-07-17
395,2021-07-14,2021-07-11
396,2021-07-22,2021-07-22
397,2021-07-24,2021-07-22
398,2021-07-19,2021-07-18
399,2021-07-19,2021-07-19
400,2021-07-15,2021-07-13
401,2021-07-19,2021-07-17
402,2021-07-20,2021-07-19
403,2021-07-15,2021-07-15
404,2021-07-16,2021-07-16
405,2021-07-19,2021-07-18
406,2021-08-09,2021-08-08
407,2021-08-04,2021-08-04
408,2021-07-17,2021-07-15
409,2021-07-22,2021-07-21
410,2021-07-16,2021-07-14
411,2021-07-21,2021-07-20
412,2021-07-19,2021-07-18
413,2021-07-16,2021-07-15
414,2021-07-26,2021-07-24
415,2021-07-27,2021-07-24
416,2021-07-20,2021-07-19
417,2021-08-17,2021-08-16
418,2021-07-19,2021-07-18
419,2021-07-26,2021-07-23
420,2021-07-28,2021-07-25
421,2021-07-25,2021-07-25
422,2021-07-21,2021-07-18
423,2021-07-19,2021-07-17
424,2021-07-30,2021-08-01
425,2021-07-24,2021-07-24
426,2021-07-22,2021-07-20
427,2021-07-31,2021-07-30
428,2021-07-29,2021-07-29
429,2021-07-21,2021-07-21
430,2021-07-25,2021-07-22
431,2021-08-02,2021-08-02
432,2021-07-30,2021-07-29
433,2021-07-26,2021-07-26
434,2021-07-31,2021-07-31
435,2021-08-01,2021-08-01
436,2021-07-29,2021-07-29
437,2021-08-18,2021-08-17
438,2021-08-06,2021-08-03
439,2021-07-28,2021-07-27
440,2021-08-01,2021-08-02
441,2021-08-04,2021-08-03
442,2021-08-02,2021-07-31
443,2021-08-04,2021-08-02
444,2021-07-30,2021-07-27
445,2021-08-01,2021-07-30
446,2021-08-03,2021-07-31
447,2021-07-31,2021-07-30
448,2021-08-27,2021-08-26
449,2021-07-29,2021-07-28
450,2021-08-01,2021-07-31
451,2021-08-03,2021-07-31
452,2021-07-29,2021-07-28
453,2021-08-28,2021-08-26
454,2021-08-10,2021-08-10
455,2021-08-23,2021-08-20
456,2021-08-10,2021-08-09
457,2021-08-12,2021-08-11
458,2021-08-13,2021-08-11
459,2021-08-11,2021-08-10
460,2021-08-08,2021-08-06
461,2021-08-13,2021-08-10
462,2021-08-30,2021-08-29
463,2021-08-05,2021-08-03
464,2021-08-11,2021-08-11
465,2021-08-05,2021-08-03
466,2021-08-12,2021-08-09
467,2021-08-16,2021-08-15
468,2021-08-13,2021-08-10
469,2021-08-07,2021-08-07
470,2021-08-07,2021-08-06
471,2021-08-11,2021-08-09
472,2021-08-10,2021-08-07
473,2021-09-03,2021-09-02
474,2021-08-26,2021-08-23
475,2021-08-16,2021-08-15
476,2021-08-14,2021-08-13
477,2021-08-18,2021-08-18
478,2021-08-12,2021-08-09
479,2021-08-10,2021-08-07
480,2021-08-17,2021-08-14
481,2021-08-12,2021-08-12
482,2021-08-11,2021-08-08
483,2021-08-16,2021-08-15
484,2021-08-12,2021-08-11
485,2021-08-13,2021-08-12
486,2021-08-21,2021-08-18
487,2021-08-11,2021-08-10
488,2021-08-15,2021-08-13
489,2021-08-12,2021-08-12
490,2021-08-31,2021-08-30
491,2021-08-21,2021-08-19
492,2021-08-17,2021-08-14
493,2021-08-13,2021-08-12
494,2021-08-27,2021-08-25
495,2021-08-18,2021-08-17
496,2021-08-15,2021-08-13
497,2021-08-23,2021-08-22
498,2021-08-26,2021-08-26
499,2021-08-29,2021-08-26
500,2021-08-27,2021-08-25
501,2021-08-27,2021-08-24
502,2021-08-29,2021-08-27
503,2021-08-26,2021-08-26
504,2021-08-31,2021-08-29
505,2021-08-20,2021-08-18
506,2021-08-29,2021-08-26
507,2021-08-25,2021-08-22
508,2021-09-02,2021-09-01
509,2021-08-27,2021-08-26
510,2021-09-04,2021-09-03
511,2021-08-26,2021-08-24
512,2021-08-31,2021-08-29
513,2021-08-27,2021-08-27
514,2021-08-30,2021-08-30
515,2021-08-26,2021-08-24
516,2021-09-05,2021-09-02
517,2021-08-26,2021-08-25
518,2021-08-28,2021-08-27
519,2021-09-04,2021-09-02
520,2021-09-04,2021-09-03
521,2021-09-17,2021-09-16
522,2021-09-04,2021-09-04
523,2021-09-01,2021-09-01
524,2021-09-04,2021-09-04
525,2021-09-07,2021-09-06
526,2021-08-29,2021-08-28
527,2021-09-10,2021-09-10
528,2021-09-03,2021-09-03
529,2021-08-29,2021-08-26
530,2021-09-16,2021-09-13
531,2021-08-30,2021-08-27
532,2021-09-06,2021-09-04
533,2021-09-06,2021-09-06
534,2021-09-09,2021-09-07
535,2021-09-03,2021-08-31
536,2021-09-02,2021-09-02
537,2021-09-11,2021-09-10
538,2021-09-09,2021-09-09
539,2021-09-07,2021-09-04
540,2021-09-08,2021-09-05
541,2021-09-06,2021-09-06
542,2021-09-13,2021-09-10
543,2021-09-10,2021-09-07
544,2021-09-09,2021-09-09
545,2021-09-12,2021-09-11
546,2021-09-13,2021-09-12
547,2021-09-06,2021-09-06
548,2021-09-10,2021-09-09
549,2021-09-12,2021-09-11
550,2021-09-10,2021-09-07
551,2021-09-07,2021-09-06
552,2021-09-16,2021-09-16
553,2021-09-11,2021-09-11
554,2021-09-17,2021-09-16
555,2021-09-14,2021-09-17
556,2021-09-19,2021-09-18
557,2021-09-28,2021-09-27
558,2021-09-24,2021-09-24
559,2021-09-19,2021-09-18
560,2021-09-12,2021-09-09
561,2021-09-16,2021-09-14
562,2021-09-20,2021-09-22
563,2021-09-18,2021-09-18
564,2021-09-22,2021-09-22
565,2021-09-17,2021-09-15
566,2021-09-21,2021-09-21
567,2021-09-23,2021-09-22
568,2021-09-26,2021-09-24
569,2021-09-27,2021-09-26
570,2021-09-22,2021-09-20
571,2021-09-22,2021-09-19
572,2021-09-21,2021-09-20
573,2021-09-21,2021-09-19
574,2021-09-24,2021-09-24
575,2021-09-22,2021-09-22
576,2021-09-19,2021-09-18
577,2021-09-27,2021-09-25
578,2021-09-22,2021-09-22
579,2021-09-30,2021-09-27
580,2021-10-20,2021-10-18
581,2021-09-28,2021-09-26
582,2021-09-25,2021-09-24
583,2021-09-22,2021-09-21
584,2021-09-29,2021-09-28
585,2021-09-25,2021-09-25
586,2021-09-23,2021-09-23
587,2021-09-25,2021-09-24
588,2021-09-22,2021-09-22
589,2021-09-25,2021-09-25
590,2021-10-22,2021-10-21
591,2021-10-20,2021-10-19
592,2021-09-26,2021-09-23
593,2021-10-24,2021-10-21
594,2021-10-05,2021-10-03
595,2021-10-06,2021-10-04
596,2021-09-26,2021-09-24
597,2021-10-07,2021-10-06
598,2021-09-28,2021-09-28
599,2021-10-06,2021-10-06
600,2021-09-30,2021-09-29
601,2021-09-28,2021-09-27
602,2021-10-18,2021-10-18
603,2021-10-06,2021-10-05
604,2021-10-16,2021-10-15
605,2021-09-28,2021-09-26
606,2021-10-22,2021-10-21
607,2021-10-08,2021-10-08
608,2021-10-06,2021-10-03
609,2021-10-07,2021-10-07
610,2021-10-05,2021-10-03
611,2021-10-03,2021-10-02
612,2021-10-03,2021-10-03
613,2021-10-10,2021-10-07
614,2021-10-09,2021-10-07
615,2021-10-09,2021-10-07
616,2021-10-16,2021-10-15
617,2021-10-06,2021-10-04
618,2021-10-04,2021-10-01
619,2021-10-12,2021-10-10
620,2021-10-21,2021-10-20
621,2021-10-15,2021-10-14
622,2021-10-06,2021-10-04
623,2021-10-10,2021-10-09
624,2021-10-13,2021-10-12
625,2021-10-10,2021-10-07
626,2021-10-14,2021-10-11
627,2021-10-09,2021-10-08
628,2021-10-15,2021-10-15
629,2021-10-17,2021-10-17
630,2021-10-09,2021-10-08
631,2021-10-08,2021-10-05
632,2021-10-18,2021-10-18
633,2021-10-18,2021-10-15
634,2021-10-08,2021-10-06
635,2021-10-08,2021-10-06
636,2021-10-11,2021-10-11
637,2021-10-15,2021-10-12
638,2021-10-13,2021-10-20
639,2021-10-10,2021-10-10
640,2021-10-23,2021-10-21
641,2021-10-21,2021-10-19
642,2021-10-16,2021-10-16
643,2021-10-13,2021-10-12
644,2021-10-19,2021-10-16
645,2021-10-14,2021-10-14
646,2021-10-15,2021-10-13
647,2021-10-17,2021-10-17
648,2021-10-27,2021-10-24
649,2021-10-17,2021-10-16
650,2021-10-23,2021-10-22
651,2021-10-22,2021-10-19
652,2021-10-20,2021-10-17
653,2021-11-09,2021-11-07
654,2021-10-25,2021-10-25
655,2021-10-27,2021-10-27
656,2021-10-22,2021-10-19
657,2021-11-04,2021-11-02
658,2021-10-27,2021-10-24
659,2021-11-01,2021-10-31
660,2021-11-02,2021-10-30
661,2021-11-02,2021-11-01
662,2021-10-26,2021-10-23
663,2021-10-25,2021-10-24
664,2021-10-29,2021-10-29
665,2021-10-24,2021-10-24
666,2021-11-02,2021-10-30
667,2021-11-02,2021-10-31
668,2021-11-03,2021-10-31
669,2021-11-02,2021-11-02
670,2021-10-27,2021-10-27
671,2021-10-28,2021-10-27
672,2021-10-26,2021-10-26
673,2021-10-29,2021-10-28
674,2021-10-28,2021-10-28
675,2021-10-28,2021-10-27
676,2021-10-30,2021-10-30
677,2021-10-29,2021-10-28
678,2021-11-06,2021-11-03
679,2021-11-06,2021-11-05
680,2021-10-31,2021-10-30
681,2021-11-05,2021-11-04
682,2021-11-01,2021-11-01
683,2021-11-05,2021-11-02
684,2021-11-06,2021-11-04
685,2021-11-06,2021-11-03
686,2021-10-29,2021-10-27
687,2021-11-06,2021-11-04
688,2021-10-30,2021-10-30
689,2021-11-01,2021-10-29
690,2021-11-03,2021-11-03
691,2021-11-05,2021-11-02
692,2021-10-31,2021-10-28
693,2021-11-02,2021-11-01
694,2021-11-06,2021-11-03
695,2021-11-04,2021-11-04
696,2021-11-09,2021-11-08
697,2021-11-03,2021-11-02
698,2021-11-10,2021-11-09
699,2021-11-11,2021-11-08
700,2021-11-03,2021-11-02
701,2021-11-11,2021-11-08
702,2021-11-04,2021-11-03
703,2021-11-04,2021-11-04
704,2021-11-10,2021-11-07
705,2021-11-07,2021-11-05
706,2021-11-01,2021-10-31
707,2021-11-07,2021-11-05
708,2021-11-09,2021-11-08
709,2021-11-10,2021-11-10
710,2021-11-13,2021-11-11
711,2021-11-11,2021-11-08
712,2021-11-06,2021-11-05
713,2021-11-07,2021-11-05
714,2021-11-05,2021-11-04
715,2021-11-28,2021-11-28
716,2021-11-10,2021-11-08
717,2021-11-24,2021-11-21
718,2021-11-05,2021-11-04
719,2021-11-06,2021-11-04
720,2021-11-16,2021-11-13
721,2021-11-13,2021-11-12
722,2021-11-10,2021-11-07
723,2021-11-13,2021-11-12
724,2021-11-13,2021-11-11
725,2021-12-01,2021-11-30
726,2021-11-14,2021-11-12
727,2021-11-16,2021-11-14
728,2021-11-12,2021-11-09
729,2021-11-09,2021-11-08
730,2021-11-15,2021-11-14
731,2021-11-12,2021-11-11
732,2021-11-15,2021-11-15
733,2021-11-14,2021-11-13
734,2021-11-16,2021-11-14
735,2021-11-18,2021-11-15
736,2021-11-19,2021-11-16
737,2021-11-27,2021-11-26
738,2021-11-17,2021-11-14
739,2021-11-24,2021-11-24
740,2021-11-17,2021-11-15
741,2021-11-24,2021-11-21
742,2021-11-21,2021-11-21
743,2021-11-21,2021-11-18
744,2021-11-15,2021-11-13
745,2021-11-14,2021-11-11
746,2021-11-18,2021-11-18
747,2021-11-21,2021-11-21
748,2021-11-24,2021-11-24
749,2021-11-16,2021-11-14
750,2021-11-24,2021-12-01
751,2021-11-24,2021-11-24
752,2021-11-26,2021-11-25
753,2021-11-20,2021-11-19
754,2021-11-19,2021-11-17
755,2021-11-24,2021-11-22
756,2021-11-24,2021-11-24
757,2021-11-25,2021-11-22
758,2021-11-26,2021-11-24
759,2021-11-20,2021-11-20
760,2021-11-24,2021-11-21
761,2021-11-23,2021-11-21
762,2021-12-17,2021-12-14
763,2021-11-26,2021-11-23
764,2021-12-02,2021-12-02
765,2021-11-25,2021-11-22
766,2021-11-22,2021-11-19
767,2021-11-23,2021-11-22
768,2021-11-24,2021-11-21
769,2021-11-22,2021-11-20
770,2021-12-01,2021-11-29
771,2021-11-28,2021-11-25
772,2021-11-24,2021-11-22
773,2021-11-25,2021-11-22
774,2021-12-17,2021-12-16
775,2021-11-23,2021-11-23
776,2021-11-30,2021-11-27
777,2021-12-02,2021-11-29
778,2021-11-25,2021-11-25
779,2021-12-12,2021-12-11
780,2021-11-30,2021-11-30
781,2021-11-29,2021-11-26
782,2021-11-27,2021-11-25
783,2021-11-27,2021-11-24
784,2021-11-30,2021-11-28
785,2021-11-24,2021-11-21
786,2021-11-27,2021-11-26
787,2021-12-12,2021-12-10
788,2021-12-04,2021-12-01
789,2021-12-02,2021-12-02
790,2021-11-29,2021-11-27
791,2021-12-02,2021-12-01
792,2021-11-24,2021-11-24
793,2021-12-03,2021-12-01
794,2021-12-05,2021-12-03
795,2021-12-07,2021-12-04
796,2021-11-27,2021-11-25
797,2021-12-06,2021-12-06
798,2021-12-02,2021-12-07
799,2021-12-22,2021-12-20
800,2021-12-08,2021-12-06
801,2021-12-09,2021-12-06
802,2021-11-30,2021-11-29
803,2021-12-02,2021-12-01
804,2021-11-30,2021-11-27
805,2021-12-03,2021-12-03
806,2021-12-02,2021-12-04
807,2021-12-10,2021-12-09
808,2021-12-04,2021-12-02
809,2021-12-08,2021-12-05
810,2021-12-09,2021-12-08
811,2021-12-10,2021-12-10
812,2021-12-07,2021-12-06
813,2021-12-04,2021-12-02
814,2021-12-06,2021-12-05
815,2021-12-09,2021-12-06
816,2021-12-12,2021-12-09
817,2021-12-31,2021-12-30
818,2021-12-31,2021-12-31
819,2021-12-06,2021-12-03
820,2021-12-14,2021-12-14
821,2021-12-18,2021-12-16
822,2021-12-14,2021-12-11
823,2021-12-10,2021-12-07
824,2021-12-08,2021-12-06
825,2021-12-12,2021-12-09
826,2021-12-14,2021-12-13
827,2021-12-12,2021-12-12
828,2021-12-16,2021-12-16
829,2021-12-16,2021-12-13
830,2021-12-18,2021-12-15
831,2021-12-15,2021-12-13
832,2022-01-07,2022-01-07
833,2021-12-18,2021-12-16
834,2021-12-13,2021-12-11
835,2021-12-17,2021-12-16
836,2021-12-18,2021-12-15
837,2021-12-16,2021-12-16
838,2021-12-16,2021-12-15
839,2021-12-11,2021-12-11
840,2021-12-15,2021-12-15
841,2021-12-18,2021-12-16
842,2021-12-13,2021-12-10
843,2021-12-22,2021-12-19
844,2021-12-15,2021-12-14
845,2021-12-18,2021-12-17
846,2021-12-19,2021-12-19
847,2021-12-17,2021-12-16
848,2021-12-21,2021-12-20
849,2021-12-17,2021-12-15
850,2021-12-27,2021-12-26
851,2022-01-09,2022-01-06
852,2021-12-27,2021-12-24
853,2022-01-18,2022-01-18
854,2021-12-27,2021-12-24
855,2021-12-30,2021-12-30
856,2021-12-27,2021-12-27
857,2022-01-09,2022-01-08
858,2021-12-23,2021-12-23
859,2021-12-29,2021-12-29
860,2021-12-24,2021-12-21
861,2021-12-30,2021-12-28
862,2021-12-31,2021-12-30
863,2022-01-03,2022-01-03
864,2022-01-19,2022-01-16
865,2022-01-03,2021-12-31
866,2021-12-31,2021-12-29
867,2022-01-03,2022-01-02
868,2022-01-06,2022-01-04
869,2022-01-09,2022-01-07
870,2022-01-15,2022-01-13
871,2022-01-04,2022-01-03
872,2021-12-31,2021-12-28
