visit_id,customer_id,lead_id,branch_id,entring_datetime,leaving_datetime,purchased
88,703,,200,2024-12-24 13:40:48,2024-12-24 14:01:48,False
89,,267,300,2024-09-14 11:59:39,2024-09-14 12:38:39,False
90,,587,200,2025-02-15 10:18:04,2025-02-15 12:08:04,True
91,,242,100,2023-09-12 09:26:44,2023-09-12 10:44:44,True
92,2584,,300,2023-09-17 10:10:09,2023-09-17 10:59:09,True
93,,335,300,2024-04-28 12:50:20,2024-04-28 13:40:20,True
94,,216,100,2023-05-05 10:57:42,2023-05-05 12:04:42,True
95,2553,,300,2024-08-17 14:21:33,2024-08-17 15:55:33,True
96,2377,,200,2023-12-31 14:00:19,2023-12-31 15:26:19,False
97,,672,200,2024-05-29 11:06:47,2024-05-29 12:52:47,False
98,,337,300,2025-06-22 13:56:05,2025-06-22 14:07:05,True
99,,176,300,2024-07-03 16:51:39,2024-07-03 17:53:39,True
100,519,,300,2025-05-15 16:51:51,2025-05-15 17:47:51,True
101,1749,,200,2024-06-14 09:53:48,2024-06-14 10:29:48,True
102,,959,100,2025-05-05 10:41:28,2025-05-05 11:44:28,True
103,1537,,200,2022-07-05 09:58:44,2022-07-05 11:39:44,True
104,959,,300,2024-05-31 14:12:23,2024-05-31 15:30:23,False
105,413,,200,2024-03-26 18:39:21,2024-03-26 20:24:21,True
106,2770,,200,2025-05-21 17:26:24,2025-05-21 19:15:24,False
107,297,,300,2024-11-28 12:50:35,2024-11-28 13:04:35,True
108,2757,,100,2025-05-19 09:51:23,2025-05-19 11:50:23,True
109,,370,200,2025-06-15 18:07:48,2025-06-15 19:49:48,True
110,1074,,200,2024-11-28 10:13:24,2024-11-28 10:18:24,True
111,2669,,300,2023-12-03 16:27:09,2023-12-03 16:49:09,True
112,,550,100,2021-05-26 12:56:03,2021-05-26 14:37:03,True
113,1693,,100,2022-12-27 16:00:39,2022-12-27 16:41:39,True
114,,298,300,2023-10-17 19:20:15,2023-10-17 19:51:15,False
115,124,,100,2024-12-27 12:28:47,2024-12-27 13:05:47,True
116,,930,200,2025-06-13 17:34:10,2025-06-13 18:28:10,False
117,,745,100,2021-03-09 10:11:53,2021-03-09 10:23:53,True
118,,902,300,2025-06-21 13:22:34,2025-06-21 13:47:34,True
119,1789,,300,2025-02-28 15:56:47,2025-02-28 16:20:47,True
120,,668,100,2022-08-17 17:45:41,2022-08-17 19:07:41,True
121,1731,,300,2025-04-17 18:26:04,2025-04-17 20:19:04,False
122,961,,100,2023-12-01 12:57:04,2023-12-01 14:49:04,False
123,2487,,300,2025-06-30 19:32:59,2025-06-30 20:36:59,False
124,1583,,200,2025-05-28 14:18:08,2025-05-28 15:34:08,True
125,,927,100,2023-07-22 16:16:52,2023-07-22 17:08:52,False
126,1321,,100,2025-06-01 09:14:40,2025-06-01 10:19:40,True
127,,363,100,2022-05-13 09:44:31,2022-05-13 10:37:31,True
128,2891,,200,2025-02-05 14:38:16,2025-02-05 16:18:16,True
129,43,,300,2024-03-15 14:22:20,2024-03-15 15:42:20,True
130,,680,100,2024-02-11 11:11:46,2024-02-11 12:05:46,True
131,,518,100,2024-04-19 18:20:11,2024-04-19 19:48:11,True
132,744,,300,2025-04-10 15:05:21,2025-04-10 16:55:21,False
133,,781,200,2023-12-24 15:12:04,2023-12-24 15:32:04,False
134,,772,200,2024-11-27 12:46:25,2024-11-27 13:03:25,True
135,,283,300,2025-03-14 11:19:59,2025-03-14 11:36:59,True
136,,22,300,2024-04-04 19:24:52,2024-04-04 21:15:52,False
137,2555,,300,2024-01-23 12:41:12,2024-01-23 13:57:12,True
138,,458,200,2025-01-15 14:38:55,2025-01-15 15:28:55,True
139,,704,200,2024-03-02 14:33:43,2024-03-02 15:55:43,True
140,2845,,300,2025-04-13 18:53:18,2025-04-13 20:35:18,True
141,2761,,300,2025-06-17 12:46:44,2025-06-17 12:55:44,True
142,2099,,100,2021-11-06 15:12:13,2021-11-06 16:06:13,True
143,,797,300,2024-09-08 15:24:43,2024-09-08 16:21:43,False
144,,478,200,2025-03-04 17:17:00,2025-03-04 18:48:00,True
145,,48,300,2025-02-09 12:56:50,2025-02-09 14:05:50,False
146,607,,300,2025-03-26 10:47:30,2025-03-26 12:22:30,True
147,,942,300,2025-05-15 14:52:05,2025-05-15 16:07:05,True
148,,496,200,2023-05-19 16:26:37,2023-05-19 16:46:37,False
149,2265,,200,2022-07-10 15:14:50,2022-07-10 16:15:50,True
150,,91,200,2025-05-08 18:41:07,2025-05-08 20:12:07,True
151,,99,100,2022-05-17 12:11:20,2022-05-17 12:51:20,False
152,,303,200,2023-06-28 13:20:15,2023-06-28 14:30:15,True
153,2339,,100,2025-02-09 11:13:34,2025-02-09 13:12:34,True
154,2687,,100,2022-12-17 12:41:18,2022-12-17 13:39:18,True
155,2223,,200,2024-02-19 18:45:15,2024-02-19 20:01:15,True
156,,739,100,2023-05-07 09:22:35,2023-05-07 11:04:35,True
157,1083,,300,2025-01-10 10:26:51,2025-01-10 10:42:51,True
158,,747,200,2023-10-19 11:20:21,2023-10-19 12:06:21,True
159,,637,100,2022-10-19 09:38:19,2022-10-19 11:05:19,True
160,238,,300,2025-01-05 16:35:47,2025-01-05 17:12:47,True
161,840,,200,2023-11-04 17:31:21,2023-11-04 17:36:21,True
162,,374,100,2022-12-06 17:34:37,2022-12-06 19:29:37,True
163,,554,100,2023-07-29 18:00:26,2023-07-29 18:42:26,True
164,2423,,100,2025-06-27 16:13:19,2025-06-27 17:39:19,True
165,334,,100,2025-02-23 16:07:23,2025-02-23 16:42:23,True
166,80,,100,2025-01-10 17:38:22,2025-01-10 19:07:22,True
167,,777,100,2023-06-30 09:21:05,2023-06-30 10:23:05,True
168,185,,100,2025-02-08 18:01:58,2025-02-08 19:16:58,True
169,340,,300,2024-06-13 09:29:02,2024-06-13 11:18:02,False
170,995,,100,2025-04-05 16:35:06,2025-04-05 17:32:06,True
171,,579,200,2025-01-29 11:41:15,2025-01-29 13:07:15,True
172,,197,100,2025-01-20 12:15:38,2025-01-20 13:40:38,True
173,1613,,100,2024-05-09 12:30:36,2024-05-09 13:30:36,False
174,,276,100,2023-07-21 09:09:42,2023-07-21 09:33:42,True
175,,304,100,2021-05-07 11:19:53,2021-05-07 13:11:53,True
176,1925,,100,2023-07-12 16:20:52,2023-07-12 16:52:52,True
177,4,,200,2024-01-09 10:54:30,2024-01-09 12:37:30,False
178,1623,,300,2024-06-30 14:38:41,2024-06-30 16:25:41,True
179,,289,200,2024-03-30 12:11:15,2024-03-30 13:50:15,False
180,1602,,300,2024-04-25 16:04:33,2024-04-25 17:35:33,False
181,,733,200,2022-12-31 09:44:41,2022-12-31 11:35:41,True
182,,248,200,2023-07-11 10:47:36,2023-07-11 11:38:36,True
183,635,,300,2023-09-29 11:35:54,2023-09-29 11:56:54,True
184,,411,200,2024-11-06 13:40:48,2024-11-06 14:24:48,True
185,,983,100,2022-04-26 16:57:09,2022-04-26 17:23:09,True
186,470,,100,2023-09-21 16:04:12,2023-09-21 16:28:12,True
187,,794,100,2023-10-11 12:12:33,2023-10-11 13:19:33,True
188,,287,300,2025-02-05 11:48:31,2025-02-05 12:57:31,False
189,2384,,300,2024-06-06 13:46:18,2024-06-06 14:04:18,True
190,,576,100,2023-03-07 09:29:49,2023-03-07 10:07:49,True
191,,378,300,2024-10-10 11:48:45,2024-10-10 13:45:45,True
192,524,,200,2025-05-24 16:15:24,2025-05-24 16:36:24,True
193,1258,,100,2022-06-22 11:25:48,2022-06-22 13:08:48,True
194,1426,,100,2021-04-25 09:20:34,2021-04-25 09:32:34,True
195,,684,300,2024-02-14 14:34:31,2024-02-14 15:24:31,False
196,1156,,300,2024-09-03 11:47:06,2024-09-03 12:12:06,False
197,1943,,300,2023-09-30 10:09:20,2023-09-30 10:50:20,True
198,,236,200,2025-01-26 11:08:30,2025-01-26 12:30:30,True
199,,227,200,2023-04-06 10:43:24,2023-04-06 12:41:24,False
200,,958,100,2021-05-31 14:05:14,2021-05-31 15:26:14,True
201,,965,100,2022-04-04 13:55:55,2022-04-04 15:54:55,True
202,,297,100,2023-06-22 12:19:43,2023-06-22 13:31:43,True
203,,112,200,2023-12-12 11:46:52,2023-12-12 13:03:52,True
204,2589,,200,2024-01-04 16:30:21,2024-01-04 16:48:21,True
205,,533,200,2024-06-08 11:57:01,2024-06-08 13:16:01,True
206,2958,,300,2024-05-18 16:27:46,2024-05-18 16:51:46,True
207,2107,,200,2024-11-18 16:56:51,2024-11-18 17:07:51,True
208,,373,100,2022-08-02 13:08:46,2022-08-02 14:55:46,True
209,967,,100,2023-03-02 12:21:49,2023-03-02 13:36:49,True
210,2546,,100,2025-01-22 11:12:55,2025-01-22 12:27:55,True
211,,593,100,2022-06-08 10:42:40,2022-06-08 11:47:40,False
212,,749,200,2022-09-23 09:52:11,2022-09-23 10:14:11,False
213,,838,300,2024-07-15 09:30:37,2024-07-15 09:44:37,True
214,,763,200,2023-07-17 09:47:30,2023-07-17 09:55:30,True
215,,21,300,2024-04-13 18:51:49,2024-04-13 19:22:49,True
216,1580,,100,2024-07-19 18:35:02,2024-07-19 20:12:02,True
217,,138,300,2024-06-20 18:16:55,2024-06-20 18:22:55,True
218,677,,300,2024-09-23 17:46:59,2024-09-23 17:52:59,True
219,,221,300,2025-05-13 11:40:38,2025-05-13 12:01:38,True
220,481,,300,2024-02-07 11:23:30,2024-02-07 12:53:30,False
221,,422,100,2025-01-17 15:39:27,2025-01-17 17:32:27,True
222,935,,100,2024-11-30 16:21:38,2024-11-30 17:40:38,True
223,,160,100,2022-11-29 14:04:48,2022-11-29 15:42:48,True
224,1545,,200,2025-02-27 10:15:29,2025-02-27 12:08:29,True
225,,329,300,2025-06-21 16:18:04,2025-06-21 17:11:04,True
226,,590,200,2024-06-08 10:39:09,2024-06-08 12:26:09,True
227,379,,200,2025-02-23 17:51:17,2025-02-23 18:39:17,False
228,,512,100,2023-09-12 19:49:47,2023-09-12 20:43:47,True
229,1791,,300,2024-06-17 11:03:02,2024-06-17 11:22:02,True
230,746,,100,2025-06-18 15:47:42,2025-06-18 15:52:42,True
231,,307,100,2023-07-15 13:56:31,2023-07-15 14:10:31,True
232,353,,300,2024-09-24 14:26:48,2024-09-24 14:55:48,True
233,,163,300,2023-09-15 16:20:00,2023-09-15 18:07:00,True
234,1592,,200,2025-02-03 16:51:06,2025-02-03 18:42:06,True
235,229,,200,2025-03-04 15:19:51,2025-03-04 15:51:51,True
236,,438,100,2025-02-05 15:49:37,2025-02-05 17:23:37,True
237,260,,200,2024-10-04 14:14:55,2024-10-04 15:15:55,True
238,988,,300,2024-03-11 10:16:46,2024-03-11 11:03:46,True
239,,660,100,2022-03-08 11:01:51,2022-03-08 12:21:51,False
240,1512,,300,2024-04-14 16:05:32,2024-04-14 18:05:32,True
241,495,,300,2024-04-19 10:52:43,2024-04-19 12:11:43,True
242,49,,300,2025-01-21 10:43:43,2025-01-21 12:37:43,True
243,2590,,200,2025-06-17 11:30:29,2025-06-17 12:53:29,True
244,,825,100,2025-03-18 11:52:56,2025-03-18 12:32:56,True
245,1010,,300,2025-06-17 11:06:00,2025-06-17 11:57:00,True
246,,653,300,2024-11-28 18:37:20,2024-11-28 20:13:20,True
247,,354,200,2024-02-27 16:11:46,2024-02-27 18:03:46,True
248,2544,,100,2025-06-22 09:14:18,2025-06-22 10:10:18,True
249,,623,100,2022-06-01 10:17:08,2022-06-01 11:23:08,True
250,,830,100,2022-06-20 18:44:09,2022-06-20 19:41:09,True
251,,472,200,2024-07-19 12:37:33,2024-07-19 14:00:33,True
252,1641,,200,2023-06-10 14:40:01,2023-06-10 15:07:01,False
253,,992,300,2025-03-13 13:21:14,2025-03-13 14:10:14,False
254,,193,200,2024-03-20 12:45:35,2024-03-20 14:03:35,False
255,2810,,100,2024-09-26 19:59:54,2024-09-26 20:39:54,True
256,,856,300,2024-02-14 09:47:50,2024-02-14 10:52:50,False
257,1159,,200,2023-01-06 17:47:33,2023-01-06 19:22:33,True
258,,915,300,2024-01-17 19:24:53,2024-01-17 21:00:53,True
259,,987,300,2025-04-09 17:56:24,2025-04-09 18:48:24,True
260,1532,,300,2025-04-12 17:21:08,2025-04-12 18:40:08,False
261,1551,,200,2025-02-15 13:18:09,2025-02-15 14:12:09,False
262,,603,200,2024-03-08 18:44:43,2024-03-08 20:03:43,True
263,,563,300,2023-11-28 10:47:57,2023-11-28 11:55:57,False
264,313,,100,2023-06-11 15:12:29,2023-06-11 15:30:29,True
265,2332,,200,2022-12-25 09:48:20,2022-12-25 09:57:20,True
266,,639,200,2023-12-16 15:53:38,2023-12-16 17:52:38,True
267,,480,100,2024-07-27 16:24:21,2024-07-27 18:18:21,True
268,,609,200,2023-01-01 09:58:10,2023-01-01 11:08:10,False
269,,649,300,2024-05-08 15:44:01,2024-05-08 16:33:01,False
270,,108,100,2024-12-18 15:05:11,2024-12-18 15:32:11,False
271,,465,300,2023-10-24 15:40:45,2023-10-24 16:01:45,True
272,2166,,100,2024-08-19 09:51:17,2024-08-19 10:41:17,True
273,323,,200,2024-04-14 11:12:36,2024-04-14 11:59:36,True
274,1167,,200,2024-12-29 16:16:51,2024-12-29 16:53:51,True
275,,695,100,2024-07-29 13:48:01,2024-07-29 15:04:01,False
276,1694,,300,2025-03-09 09:03:52,2025-03-09 10:57:52,True
277,1648,,200,2023-10-11 10:25:48,2023-10-11 11:24:48,True
278,2031,,200,2025-02-03 18:17:36,2025-02-03 18:30:36,False
279,1807,,200,2025-03-27 11:47:57,2025-03-27 12:21:57,True
280,,383,200,2024-05-22 09:57:34,2024-05-22 10:30:34,True
281,1953,,200,2022-11-27 09:40:57,2022-11-27 11:21:57,False
282,,166,200,2023-07-25 09:37:15,2023-07-25 10:46:15,True
283,2110,,200,2025-03-09 16:45:58,2025-03-09 18:11:58,True
284,223,,100,2022-07-30 13:11:30,2022-07-30 13:59:30,True
285,,136,100,2022-01-24 13:27:39,2022-01-24 14:10:39,True
286,,9,100,2023-10-20 14:43:05,2023-10-20 15:29:05,True
287,966,,100,2025-03-18 14:45:00,2025-03-18 15:32:00,True
288,1733,,200,2025-05-16 15:00:38,2025-05-16 16:50:38,True
289,,222,200,2022-08-25 13:52:50,2022-08-25 14:46:50,True
290,,659,300,2024-05-23 11:03:23,2024-05-23 11:19:23,True
291,1745,,100,2023-11-09 09:35:27,2023-11-09 10:09:27,False
292,1599,,300,2023-09-06 17:20:27,2023-09-06 18:04:27,False
293,,214,300,2025-05-03 18:23:05,2025-05-03 19:27:05,False
294,1079,,100,2025-01-13 18:10:52,2025-01-13 19:13:52,True
295,2312,,300,2024-04-13 16:55:00,2024-04-13 17:35:00,True
296,133,,100,2025-06-19 13:43:32,2025-06-19 14:23:32,True
297,,326,200,2024-11-09 13:31:59,2024-11-09 14:26:59,False
298,2842,,200,2025-04-21 12:37:59,2025-04-21 14:28:59,True
299,,30,300,2024-07-05 17:56:22,2024-07-05 19:16:22,False
300,1043,,300,2025-05-14 19:00:21,2025-05-14 19:59:21,False
301,1630,,100,2024-12-27 09:59:29,2024-12-27 11:49:29,True
302,,366,300,2023-11-14 13:47:07,2023-11-14 15:26:07,True
303,,367,200,2024-01-19 16:16:37,2024-01-19 17:30:37,True
304,233,,100,2025-06-24 14:20:20,2025-06-24 16:20:20,True
305,80,,300,2024-09-19 12:57:10,2024-09-19 13:34:10,True
306,2788,,200,2025-04-11 18:49:21,2025-04-11 20:12:21,True
307,,54,300,2024-08-22 12:32:34,2024-08-22 13:18:34,True
308,1717,,200,2023-05-12 15:55:02,2023-05-12 17:22:02,False
309,1689,,300,2025-01-21 12:22:35,2025-01-21 14:15:35,True
310,989,,100,2024-06-16 16:55:24,2024-06-16 18:02:24,True
311,414,,300,2024-04-09 12:10:01,2024-04-09 13:18:01,True
312,,526,100,2021-03-06 13:05:27,2021-03-06 13:15:27,True
313,,902,200,2024-02-10 16:24:32,2024-02-10 17:42:32,True
314,429,,300,2024-05-06 12:50:27,2024-05-06 14:31:27,False
315,2526,,100,2022-03-11 15:10:58,2022-03-11 16:41:58,False
316,2277,,300,2025-06-17 19:43:40,2025-06-17 21:16:40,False
317,1556,,200,2025-03-07 12:15:31,2025-03-07 12:27:31,True
318,,566,300,2024-08-19 17:59:08,2024-08-19 19:17:08,False
319,1617,,100,2023-09-13 12:42:35,2023-09-13 13:41:35,False
320,,651,100,2023-12-31 14:45:41,2023-12-31 16:09:41,False
321,,845,100,2021-10-20 19:51:40,2021-10-20 21:23:40,True
322,1307,,300,2024-11-22 16:24:55,2024-11-22 16:45:55,True
323,1016,,300,2024-09-21 11:57:55,2024-09-21 13:35:55,True
324,,497,200,2024-01-06 11:25:06,2024-01-06 11:55:06,True
325,,878,200,2024-11-22 11:26:55,2024-11-22 13:12:55,True
326,1294,,300,2023-09-22 16:43:24,2023-09-22 18:02:24,True
327,,245,200,2023-09-10 14:12:19,2023-09-10 14:33:19,True
328,,563,300,2023-09-20 13:09:45,2023-09-20 14:19:45,True
329,1830,,200,2023-05-23 19:02:40,2023-05-23 19:52:40,True
330,2645,,200,2023-10-18 13:00:05,2023-10-18 14:48:05,True
331,,891,300,2024-03-24 09:10:31,2024-03-24 10:26:31,True
332,,521,100,2023-12-09 11:02:50,2023-12-09 11:33:50,True
333,,415,200,2022-07-27 09:11:04,2022-07-27 10:34:04,True
334,326,,100,2024-04-06 18:17:07,2024-04-06 19:29:07,True
335,,859,300,2024-10-28 12:49:08,2024-10-28 14:19:08,True
336,,630,200,2023-03-23 17:59:46,2023-03-23 18:51:46,True
337,,937,300,2024-04-23 19:29:40,2024-04-23 20:02:40,True
338,,875,300,2025-01-22 10:19:01,2025-01-22 10:59:01,False
339,,439,200,2024-07-29 19:10:23,2024-07-29 20:23:23,True
340,,369,200,2023-11-10 12:51:54,2023-11-10 13:18:54,True
341,1572,,300,2024-08-31 19:10:01,2024-08-31 20:58:01,True
342,2224,,200,2024-06-08 15:36:16,2024-06-08 15:49:16,True
343,,458,100,2022-12-31 15:19:08,2022-12-31 16:46:08,False
344,2132,,300,2024-09-21 12:01:08,2024-09-21 13:15:08,True
345,,1000,100,2024-01-05 16:40:50,2024-01-05 18:35:50,False
346,19,,300,2025-06-25 15:40:39,2025-06-25 16:35:39,True
347,421,,200,2024-06-07 12:19:41,2024-06-07 12:52:41,False
348,2833,,200,2024-07-05 10:32:50,2024-07-05 12:30:50,True
349,1027,,100,2024-04-28 11:00:24,2024-04-28 12:26:24,True
350,,604,100,2023-10-03 12:42:21,2023-10-03 13:26:21,True
351,,824,100,2025-04-30 10:14:22,2025-04-30 10:51:22,False
352,,433,300,2024-11-30 19:43:31,2024-11-30 20:23:31,False
353,595,,100,2022-11-25 19:28:04,2022-11-25 19:42:04,True
354,,277,200,2023-01-15 17:59:55,2023-01-15 18:30:55,True
355,1845,,200,2024-08-23 16:08:32,2024-08-23 16:40:32,True
356,2998,,300,2024-04-18 19:42:51,2024-04-18 20:43:51,False
357,143,,200,2023-09-05 13:50:33,2023-09-05 14:02:33,True
358,1829,,200,2025-06-10 13:32:20,2025-06-10 14:17:20,True
359,,375,100,2022-02-23 17:48:02,2022-02-23 18:00:02,False
360,,689,200,2023-03-26 14:58:44,2023-03-26 16:23:44,True
361,,107,300,2025-04-09 17:43:54,2025-04-09 18:04:54,True
362,381,,100,2022-09-29 19:33:48,2022-09-29 20:01:48,True
363,,491,200,2024-03-03 10:32:36,2024-03-03 10:47:36,False
364,,894,200,2024-08-11 15:15:54,2024-08-11 16:05:54,True
365,,636,100,2022-01-07 16:06:28,2022-01-07 17:38:28,True
366,264,,200,2024-03-13 17:11:50,2024-03-13 18:01:50,True
367,,272,100,2022-07-02 16:21:13,2022-07-02 17:58:13,True
368,1972,,200,2024-11-19 18:46:55,2024-11-19 19:42:55,True
369,,149,200,2024-09-05 14:29:36,2024-09-05 16:21:36,False
370,1912,,300,2025-03-19 18:13:53,2025-03-19 18:27:53,False
371,,877,100,2022-07-08 10:01:24,2022-07-08 10:16:24,True
372,520,,100,2025-02-13 10:11:08,2025-02-13 11:45:08,True
373,,18,300,2023-11-06 10:08:08,2023-11-06 11:11:08,True
374,1299,,100,2021-12-26 11:22:16,2021-12-26 13:05:16,True
375,,696,200,2024-04-29 10:26:15,2024-04-29 11:45:15,True
376,,54,200,2023-04-08 10:07:37,2023-04-08 11:37:37,True
377,,736,300,2025-02-25 16:21:14,2025-02-25 17:56:14,True
378,,706,300,2025-04-03 14:15:48,2025-04-03 15:06:48,False
379,2592,,200,2025-02-18 11:46:45,2025-02-18 13:21:45,False
380,,875,200,2023-10-08 18:09:12,2023-10-08 19:56:12,True
381,1433,,300,2024-08-23 12:41:43,2024-08-23 13:22:43,True
382,2774,,100,2024-09-13 09:02:38,2024-09-13 10:01:38,False
383,2304,,100,2022-05-17 19:04:45,2022-05-17 20:50:45,False
384,770,,100,2025-05-31 10:17:55,2025-05-31 10:35:55,True
385,100,,100,2024-10-11 18:13:13,2024-10-11 19:37:13,True
386,,217,200,2022-10-30 12:20:55,2022-10-30 14:01:55,True
387,2145,,200,2023-09-14 11:27:48,2023-09-14 12:16:48,False
388,662,,300,2025-01-10 15:28:44,2025-01-10 15:45:44,True
389,829,,200,2024-12-26 18:47:27,2024-12-26 20:16:27,True
390,1224,,200,2024-09-02 15:36:57,2024-09-02 16:42:57,True
391,,899,100,2022-02-02 13:52:38,2022-02-02 14:07:38,False
392,2102,,300,2023-10-28 19:52:12,2023-10-28 21:09:12,False
393,2938,,100,2022-01-31 10:06:15,2022-01-31 11:27:15,False
