Order_line_id,product_id,Order_id,quantity,dis_id,design_id
180,30,8340,1,,39
181,28,9755,4,,78
182,46,8438,3,2,16
183,42,5822,3,,91
184,7,1552,4,,46
185,1,2219,1,99,29
186,13,9438,2,,60
187,36,5159,3,,9
188,53,6440,5,,67
189,7,8830,29,,11
190,43,4697,1,,100
191,32,9216,2,,42
192,9,3245,4,,30
193,41,1285,4,4,97
194,49,4849,3,,54
195,11,6523,4,38,7
196,10,396,5,,90
197,25,9059,1,,13
198,23,2171,3,48,31
199,47,1805,1,,61
200,17,8707,15,,62
201,37,8036,2,,86
202,52,5475,3,,66
203,26,5263,2,,55
204,45,4967,1,,14
205,60,7890,5,,51
206,60,8163,5,,57
207,9,6087,5,,87
208,48,5566,5,34,18
209,56,6050,1,94,78
210,53,7425,23,,52
211,45,2526,3,,7
212,27,6087,2,,99
213,31,2357,4,14,21
214,48,6450,2,34,56
215,42,5875,3,,29
216,27,6299,19,,4
217,47,3988,4,,19
218,35,6154,4,,53
219,43,2905,2,,63
220,35,1874,4,,47
221,21,2912,2,,6
222,9,936,3,,17
223,51,3244,5,,19
224,28,2608,4,,43
225,18,6190,23,50,89
226,46,4497,6,2,44
227,14,9183,2,,4
228,52,935,1,,32
229,21,6188,3,,91
230,41,4037,4,,69
231,27,7742,27,,100
232,44,8708,1,,79
233,6,2460,2,,61
234,41,9137,4,4,9
235,15,9407,5,,95
236,28,8198,1,,99
237,55,7116,17,,36
238,43,581,2,,66
239,27,7555,4,,24
240,22,2310,5,,54
241,16,2340,2,,1
242,56,3062,1,94,30
243,55,4065,5,,39
244,39,821,4,52,74
245,33,6859,5,,88
246,32,2740,4,,26
247,13,2267,14,,44
248,17,3684,3,,68
249,52,4985,2,,59
250,2,7761,25,,6
251,60,1543,18,,75
252,19,4278,4,,26
253,32,2836,19,,37
254,25,4691,1,108,71
255,3,7296,5,9,95
256,18,6223,3,50,28
257,15,4653,4,,96
258,58,6880,18,,16
259,2,1376,4,,60
260,41,2696,3,,89
261,54,8777,2,,81
262,49,2280,4,,46
263,49,7422,2,106,78
264,13,7826,5,,12
265,50,5800,4,,51
266,13,5734,5,,43
267,8,7452,4,81,75
268,51,5586,22,,75
269,11,8307,6,,11
270,15,8539,5,,63
271,4,101,2,,5
272,48,3968,4,34,39
273,57,1218,4,,60
274,55,6539,3,97,7
275,55,5364,3,,54
276,37,9283,3,,73
277,44,8256,1,,46
278,15,8567,4,,6
279,54,4272,1,,45
280,32,4559,7,,80
281,18,7950,6,,14
282,9,9688,1,,100
283,31,9099,3,14,22
284,26,9434,1,,40
285,15,3244,5,,27
286,49,4684,5,,32
287,34,8463,5,22,38
288,36,112,19,,77
289,12,9180,4,,18
290,21,2561,2,,48
291,35,4830,5,,6
292,22,6908,1,,10
293,23,2374,2,,22
294,8,6931,3,81,67
295,17,3743,4,,51
296,13,7041,2,,42
297,36,3602,2,,28
298,19,8209,1,,74
299,27,1084,16,,53
300,5,1659,2,,87
301,49,4558,14,27,2
302,28,169,5,,72
303,43,1596,10,,83
304,51,2420,3,,37
305,22,3689,13,,100
306,11,6434,3,18,27
307,35,5814,2,,77
308,47,9839,20,,74
309,38,5414,1,,72
310,29,5027,2,,15
311,25,3022,4,108,92
312,45,4806,26,,41
313,12,1532,5,,83
314,11,6446,9,,11
315,10,1946,8,,20
316,21,7925,24,,84
317,11,311,2,18,28
318,48,9754,5,34,78
319,15,4128,1,,39
320,46,5641,28,,59
321,31,146,3,,2
322,9,1257,9,49,22
323,34,9447,1,,44
324,24,5526,19,,33
325,5,9320,5,,84
326,4,7255,1,,72
327,30,7095,3,,33
328,12,8693,3,,95
329,26,9545,2,,40
330,17,229,17,,42
331,5,8131,5,,91
332,12,8572,4,,1
333,18,2307,4,,92
334,45,8249,2,,48
335,41,2910,2,,61
336,43,1315,1,,92
337,19,2818,3,,68
338,46,4710,2,2,24
339,16,5867,13,,37
340,47,4855,3,,70
341,12,2807,3,,66
342,51,7773,2,,55
343,26,6718,4,,23
344,34,9277,9,22,3
345,28,6796,5,,40
346,35,4526,3,,52
347,38,485,1,,8
348,2,8765,3,,97
349,33,7915,2,,97
350,6,4643,1,,74
351,48,1191,5,34,86
352,38,9598,5,,10
353,44,8613,1,,76
354,55,1403,2,,79
355,11,3560,2,,81
356,58,8245,3,,26
357,42,8751,4,,40
358,28,9476,2,111,73
359,9,8671,3,,98
360,12,1358,23,,63
361,20,1228,4,,19
362,53,9533,6,,44
363,23,8016,2,,62
364,60,2539,2,,14
365,53,8099,3,,33
366,49,5717,2,,48
367,24,5781,1,,86
368,22,4057,1,6,84
369,39,5210,5,,96
370,38,9825,4,,43
371,5,966,1,,70
372,39,5116,2,,7
373,60,4943,4,,24
374,18,1433,19,,11
375,34,6794,5,,6
376,42,2959,2,3,72
377,26,6294,3,,45
378,49,787,2,106,9
379,37,2639,4,,53
380,53,757,3,,9
381,29,3940,1,,50
382,38,1045,1,,32
383,25,1745,4,108,10
384,29,800,27,93,9
385,52,2672,2,,14
386,5,6797,1,,54
387,25,6628,1,108,57
388,53,4227,4,,5
389,37,7871,2,,58
390,31,1384,4,,56
391,22,3104,1,6,74
392,9,9308,4,49,2
393,49,2993,3,,45
394,22,3733,3,,7
395,18,2704,2,,27
396,16,4460,2,,49
397,29,7074,4,82,77
398,32,4776,4,,92
399,35,4509,4,,22
400,20,3024,5,,71
401,20,9589,4,,89
402,58,3725,4,1,45
403,7,2877,2,8,62
404,13,9348,4,,91
405,28,758,2,111,85
406,52,5242,6,,43
407,51,5363,3,,21
408,33,8073,4,,25
409,52,1817,2,,66
410,36,9090,1,,24
411,36,6080,4,,53
412,16,4490,5,,37
413,39,3640,4,,89
414,34,5215,5,,57
415,14,6847,5,,68
416,55,7839,5,,25
417,56,1175,2,94,65
418,9,5646,5,49,51
419,31,4082,1,14,87
420,12,2989,1,,49
421,18,5134,13,,80
422,44,6974,4,95,88
423,58,9100,2,,39
424,6,3596,5,,84
425,34,8401,5,22,93
426,4,4367,11,,57
427,46,3391,2,2,97
428,21,1535,1,,50
429,57,8513,1,,95
430,20,5872,2,,100
431,26,918,2,,21
432,39,5021,3,,64
433,12,4936,4,,36
434,12,9066,3,,85
435,9,8271,3,49,34
436,55,4357,10,,29
437,9,5613,1,,21
438,22,9891,1,6,87
439,19,2531,1,,35
440,38,3974,4,,65
441,41,7136,3,4,94
442,18,7576,3,50,17
443,45,4869,1,,98
444,22,7282,13,6,31
445,16,6676,1,,34
446,17,5844,1,,61
447,49,9992,3,106,48
448,29,6776,2,67,20
449,47,5156,4,,58
450,40,396,4,102,16
451,29,6144,5,,43
452,12,9607,1,,76
453,50,853,2,,88
454,57,9846,2,,87
455,46,3609,13,2,50
456,15,859,4,,51
457,38,5385,4,,44
458,12,466,2,,11
459,50,3539,1,,97
460,37,9856,5,,51
461,9,437,5,,82
462,32,7790,3,,14
463,27,1525,1,,90
464,7,8765,3,8,70
465,46,2703,3,2,34
466,45,2268,5,,36
467,28,8085,9,,68
468,25,5159,1,,98
469,19,4672,5,,6
470,42,4842,18,,58
471,48,9574,9,34,97
472,32,4697,11,,32
473,25,8084,1,108,54
474,11,6669,17,38,70
475,28,7763,9,,40
476,23,7356,3,,49
477,33,8056,1,,35
478,19,7616,23,,99
479,41,1702,2,,84
480,21,8725,3,,55
481,58,285,3,,43
482,49,2169,8,,56
483,44,7658,22,62,2
484,46,1723,1,,2
485,58,7522,4,,52
486,5,7512,2,,69
487,35,8832,1,,77
488,9,3243,4,,27
489,31,7165,5,14,5
490,35,3694,2,,31
491,54,9493,5,80,93
492,39,2742,1,,88
493,54,8045,4,,88
494,47,2735,1,,95
495,24,4031,4,,19
496,1,8442,2,,23
497,20,8160,5,,85
498,4,6718,29,,45
499,32,5739,3,,40
500,2,8626,4,,47
501,42,5038,5,,13
502,18,1973,5,,10
503,47,3638,1,,39
504,15,8403,5,,80
505,19,7536,3,,80
506,33,5791,4,,34
507,24,6219,4,,19
508,38,6196,2,,74
509,7,7614,7,,84
510,42,7603,4,,18
511,4,2650,2,,98
512,52,1555,1,,50
513,2,41,2,,33
514,13,1046,1,,20
515,44,8365,22,62,37
516,31,5763,3,14,86
517,37,9238,5,,23
518,1,678,5,,20
519,48,7863,1,34,46
520,58,9900,1,,66
521,38,1485,3,,37
522,45,2755,3,,28
523,5,5734,5,,35
524,27,9771,4,,99
525,2,9865,12,,76
526,26,1933,3,,28
527,54,5583,4,80,90
528,19,4341,6,,98
529,10,8930,4,,90
530,15,7661,1,,95
531,52,9108,10,,55
532,28,3426,5,,9
533,27,8105,1,,6
534,46,8541,5,2,61
535,35,6605,1,,8
536,39,5044,4,,81
537,52,703,5,,16
538,15,2872,1,,2
539,59,589,1,,67
540,56,6006,2,,59
541,39,8125,1,21,22
542,8,6751,16,81,84
543,17,6873,4,,96
544,42,3961,5,,95
545,32,5449,1,,91
546,17,5456,2,11,20
547,46,8639,2,2,88
548,2,8613,2,,59
549,34,4444,2,22,46
550,25,474,4,,83
551,38,9035,5,120,94
552,13,9018,2,26,30
553,55,2381,27,97,30
554,13,5203,3,,4
555,43,1129,4,,83
556,57,5013,30,,74
557,60,8595,4,,95
558,21,839,4,,49
559,37,4893,10,,79
560,12,1977,8,,53
561,35,4678,4,,41
562,44,8405,5,95,8
563,11,5049,24,18,43
564,23,7682,1,,88
565,59,8073,1,,1
566,39,723,18,,75
567,19,8965,1,,28
568,12,3348,5,,44
569,31,8271,2,,39
570,45,5584,1,,88
571,31,4756,5,14,56
572,5,1833,5,,28
573,42,1732,14,,28
574,20,1285,28,,90
575,34,3474,17,,59
576,21,7679,5,,3
577,30,2810,12,68,94
578,39,6469,4,,78
579,53,3663,2,24,46
580,45,8612,14,,92
581,20,2429,2,,81
582,45,3409,4,,12
583,21,5058,26,,9
584,43,1261,1,,50
585,21,3386,1,,2
586,25,6144,18,,86
587,32,9693,1,,39
588,31,8993,3,,71
589,48,4907,4,34,13
590,60,5959,5,,1
591,22,3720,1,,1
592,13,1624,2,26,9
593,21,316,2,,76
594,4,6057,5,,37
595,13,128,24,,45
596,55,438,3,97,5
597,12,9512,4,,7
598,47,6960,11,,86
599,54,7018,4,,73
600,36,7423,3,,96
601,12,447,29,,52
602,12,1820,10,,25
603,27,9697,4,,70
604,43,66,4,,76
605,6,8902,2,,27
606,60,9652,3,,87
607,56,6898,3,94,74
608,54,1083,1,,81
609,33,7603,3,,55
610,2,1987,2,,21
611,27,5605,2,,86
612,14,4682,6,,39
613,35,9652,3,,80
614,8,4067,5,81,91
615,43,612,6,,33
616,4,786,1,,89
617,49,6294,4,,69
618,34,1825,9,,33
619,22,8350,5,,87
620,43,207,4,,65
621,5,8773,10,,62
622,50,4260,4,,98
623,11,4984,2,18,67
624,44,7761,5,95,25
625,20,3733,3,,67
626,53,3328,1,,4
627,16,1954,5,,57
628,12,3137,2,,82
629,42,3010,30,,1
630,31,2211,3,,49
631,23,1339,5,,98
632,12,782,5,,36
633,43,5019,5,,94
634,44,9334,1,,6
635,46,3470,13,2,41
636,23,2186,1,48,65
637,2,9293,1,,72
638,17,9064,3,11,84
639,52,8298,5,,13
640,46,6114,2,2,24
641,50,7740,2,,7
642,1,921,5,,74
643,34,3655,24,22,48
644,59,8483,8,,92
645,9,2923,4,,17
646,21,9126,4,,74
647,45,6195,4,,12
648,4,5837,5,,89
649,56,7315,5,,9
650,43,8863,6,,66
651,31,724,3,14,71
652,1,7173,5,,54
653,42,5438,3,,8
654,56,5041,3,,87
655,25,9005,1,,42
656,16,6963,4,,8
657,37,8781,5,,57
658,48,7714,1,34,59
659,43,9087,2,,49
660,20,3928,6,,75
661,31,5814,29,14,19
662,60,1919,21,,3
663,32,1411,3,,53
664,51,5000,5,,65
665,17,4268,3,,95
666,12,2493,6,,36
667,15,5939,11,,27
668,15,6279,3,,1
669,58,710,2,,97
670,54,4538,3,,39
671,24,8169,4,,84
672,5,7061,4,,11
673,53,6982,20,24,4
674,21,5291,3,,14
675,29,9704,1,,31
676,60,2271,5,,42
677,40,6061,4,102,89
678,55,1918,3,,39
679,27,5348,1,,23
680,7,5195,21,,77
681,44,4592,2,,22
682,45,8758,3,,92
683,38,3667,27,,95
684,6,9566,25,,11
685,45,7035,5,,54
686,60,3402,4,,91
687,29,1286,1,82,25
688,53,6861,1,24,27
689,54,5077,1,,1
690,8,5068,3,81,64
691,2,7811,3,,22
692,8,2919,5,81,77
693,4,6351,4,,76
694,1,5529,21,,51
695,6,7977,2,,83
696,12,8697,1,,58
697,39,6572,2,52,68
698,10,9176,2,116,98
699,34,8355,24,69,78
700,46,4652,6,2,94
701,4,2395,5,,71
702,60,8306,5,79,72
703,5,437,5,,38
704,55,9100,4,,67
705,5,1833,5,,83
706,12,5727,2,,3
707,38,75,4,,29
708,59,5239,3,,16
709,31,2334,5,,57
710,59,4245,4,,2
711,21,7956,17,,44
712,51,3815,2,,10
713,22,8822,23,,21
714,38,3043,5,,97
715,26,6983,2,,2
716,21,5706,3,,28
717,58,8045,2,,10
718,18,1256,1,,78
719,48,8455,5,34,61
720,58,6216,4,,10
721,41,406,1,4,22
722,19,7355,1,,13
723,28,5600,2,111,97
724,18,1439,1,50,48
725,18,1231,3,,74
726,33,5892,4,,44
727,24,8724,3,,95
728,44,1290,3,95,56
729,15,1540,3,,29
730,15,811,3,,6
731,58,8155,4,,16
732,39,6325,4,,19
733,22,9343,1,,59
734,26,6891,3,,96
735,41,8387,2,4,52
736,43,363,18,,77
737,31,3472,14,,61
738,27,1185,1,,63
739,17,1775,3,,60
740,51,7371,10,,26
741,60,4228,5,,65
742,31,4592,30,,82
743,10,4674,3,,48
744,42,8173,3,,22
745,19,2109,1,,28
746,35,6042,2,,59
747,29,736,2,67,50
748,53,3289,2,,46
749,12,7984,2,,86
750,17,7474,4,11,76
751,19,2860,5,,13
752,47,4456,3,,83
753,16,7150,1,,59
754,42,1576,3,,50
755,58,4205,13,,19
756,37,4538,3,,16
757,47,1087,5,,95
758,45,7062,2,,100
759,18,9917,4,,67
760,43,181,5,,6
761,46,9506,3,,82
762,45,8885,2,,35
763,36,3584,1,,78
764,49,3120,2,,63
765,31,8774,4,14,25
766,55,4408,2,,5
767,15,5866,17,,34
768,60,664,3,,54
769,12,4165,4,,8
770,52,2814,2,,86
771,16,3324,4,,60
772,16,7722,1,,70
773,42,3627,3,,52
774,43,3728,1,,7
775,41,4825,22,,60
776,53,6797,4,,24
777,29,6588,9,93,48
778,5,6261,1,,17
779,55,6457,9,97,72
780,43,8783,4,,86
781,6,9230,4,,16
782,17,7439,5,,5
783,46,9005,4,,89
784,20,7535,28,,54
785,10,8743,19,107,69
786,4,6718,3,,81
787,35,4407,2,,31
788,18,8574,8,,1
789,5,6195,23,,84
790,43,7074,2,,47
791,4,6854,1,,1
792,54,7351,3,,32
793,23,2066,16,,57
794,31,2106,18,,78
795,47,8971,1,,65
796,24,627,5,,44
797,12,1550,4,,38
798,38,5554,1,,1
799,6,416,5,,7
800,23,9782,2,,93
801,53,2332,4,24,30
802,23,1229,5,,61
803,50,3009,3,,68
804,28,2570,15,,78
805,13,9605,17,,97
806,5,5516,5,,12
807,10,4951,3,,79
808,58,9126,2,1,1
809,27,8346,2,,84
810,23,1117,2,,92
811,46,6158,15,2,53
812,57,4154,5,,42
813,8,9221,1,81,62
814,28,5245,1,111,17
815,4,8990,4,,98
816,30,6148,4,68,39
817,15,2257,11,,64
818,23,4828,4,,38
819,17,8064,3,,30
820,13,601,5,,56
821,16,173,4,,82
822,36,7197,2,,87
823,11,5581,5,38,99
824,50,4360,5,,84
825,28,28,1,,83
826,26,8845,4,,29
827,10,5225,24,107,1
828,29,4425,2,82,37
829,5,3545,1,,76
830,24,5192,1,,53
831,53,8562,3,,41
832,30,6500,2,,46
833,27,8067,29,,80
834,22,6006,1,6,31
835,11,9094,17,38,80
836,45,1332,1,,95
837,2,2804,3,,53
838,21,8657,8,,97
839,35,195,4,87,24
840,34,3358,2,,68
841,22,7521,5,,90
842,22,7758,1,6,44
843,32,8041,1,,42
844,48,7687,2,34,78
845,19,5200,5,,1
846,28,2886,1,,28
847,29,8413,3,82,62
848,54,9238,2,,80
849,8,9801,30,81,29
850,49,8014,3,,10
851,50,8119,4,,15
852,53,5871,7,,27
853,51,7200,9,,1
854,44,1781,5,10,74
855,57,1055,4,,79
856,4,849,18,,12
857,36,1048,1,,46
858,58,6315,5,,10
859,17,1428,4,,95
860,13,8914,3,,25
861,34,9355,4,,7
862,2,6240,1,,9
863,26,2868,5,,66
864,58,7435,10,,46
865,27,1730,5,,99
866,37,2985,4,,35
867,53,3409,4,,17
868,60,3634,4,,84
869,7,6419,2,,53
870,56,8657,1,,39
871,60,5756,4,,2
872,1,5805,5,99,85
873,20,2676,22,,47
874,51,2312,4,,98
875,15,423,4,,41
876,27,8874,2,,52
877,43,8534,2,,37
878,27,8537,3,,65
879,38,7612,14,120,23
880,30,9626,1,,1
881,6,9383,13,,11
882,20,7236,3,,62
883,43,995,18,,73
884,39,9019,21,21,60
885,13,2705,5,,91
886,28,3968,3,111,19
887,26,9261,2,,65
888,50,5908,4,,69
889,45,2942,5,,37
890,11,4499,30,38,15
891,51,1750,5,,6
892,60,3912,5,,44
893,8,4825,14,81,62
894,38,5455,5,,50
895,11,1646,8,,43
896,19,7933,4,,98
897,50,4298,5,,50
898,59,9507,1,,91
899,49,6593,4,,65
900,15,1275,1,,15
901,16,345,2,,82
902,54,1220,3,,37
903,56,7114,5,,19
904,12,1611,4,,28
905,57,4434,4,,60
906,49,1433,6,,7
907,16,5375,3,,3
908,39,3748,3,,8
909,1,9885,4,,45
910,41,7311,4,,11
911,18,596,24,,99
912,42,2214,5,,10
913,2,5094,3,,29
914,48,1941,2,34,53
915,7,6569,4,8,98
916,54,5571,2,,11
917,48,5023,1,34,29
918,7,2494,19,8,12
919,57,4908,16,,16
920,54,4951,28,,48
921,2,3456,10,,46
922,18,2054,2,50,60
923,41,683,4,,8
924,56,9426,4,94,54
925,39,3356,2,,10
926,26,7227,4,,23
927,31,9520,1,,91
928,12,6401,4,,85
929,31,6340,2,14,57
930,36,795,4,,70
931,25,7234,25,108,37
932,6,9841,3,,6
933,37,1483,5,,83
934,44,2058,26,,57
935,38,9696,4,,57
936,23,8196,19,,41
937,53,5000,3,,36
938,56,6432,1,94,18
939,54,9525,3,,76
940,54,8880,5,,35
941,22,4992,3,,78
942,21,5020,5,,19
943,28,6758,1,,83
944,13,5650,2,,19
945,9,9936,1,,80
946,28,3966,2,111,72
947,44,1727,4,95,26
948,28,6498,4,,27
949,12,8923,3,,60
950,60,6773,18,,51
951,42,73,2,,98
952,2,1511,2,,72
953,39,6437,27,52,91
954,38,6405,11,,60
955,35,4992,2,,88
956,21,4088,3,,71
957,19,8846,3,,87
958,34,9170,3,,30
959,4,948,2,,30
960,42,8231,1,,28
961,53,4467,5,,34
962,46,1586,2,2,94
963,6,2838,4,,68
964,45,3988,4,,79
965,12,3820,1,,86
966,16,6841,1,,90
967,27,4067,13,,75
968,52,4358,5,,58
969,48,588,5,,92
970,12,9297,1,,57
971,52,9900,2,,56
972,58,2103,1,,46
973,36,2708,2,,67
974,2,3334,4,,97
975,22,3376,5,,47
976,52,7827,3,,80
977,40,4670,4,102,30
978,49,8748,2,63,36
979,48,4164,13,,87
980,37,3569,3,,56
981,55,350,2,,39
982,8,6321,1,81,59
983,51,5130,20,,38
984,37,4719,1,,57
985,46,8525,1,,21
986,22,5051,4,,56
987,16,5358,3,,39
988,22,2063,1,,99
989,31,5917,19,14,88
990,36,3510,13,,4
991,49,6514,1,,7
992,31,7475,3,14,3
993,53,3161,5,,75
994,44,7885,2,62,80
995,21,1128,5,,97
996,52,6651,4,,51
997,19,5176,5,,72
998,28,566,4,,26
999,52,964,3,,37
1000,34,4489,16,,100
1001,59,2565,4,,30
1002,55,9851,4,,68
1003,37,3971,2,,83
1004,54,913,2,,63
1005,55,1097,2,97,98
1006,36,397,15,,64
1007,53,7557,5,,50
1008,60,6918,13,,57
1009,34,3268,4,22,77
1010,9,7231,3,49,21
1011,45,2856,3,,54
1012,22,5744,3,6,50
1013,51,2932,1,,48
1014,38,6129,1,,7
1015,16,4264,3,,45
1016,17,769,3,,36
1017,10,6976,2,107,71
1018,11,3904,4,18,1
1019,28,5901,5,111,40
1020,46,1119,4,2,48
1021,9,4449,2,,60
1022,13,6615,5,,56
1023,50,1397,5,,84
1024,53,6307,4,,48
1025,14,737,3,70,96
1026,14,6307,5,,64
1027,46,2820,3,,78
1028,34,6337,20,,71
1029,34,872,2,,19
1030,41,5961,1,,24
1031,15,3068,20,,50
1032,20,4678,27,,58
1033,41,1220,1,4,31
1034,36,287,1,,36
1035,42,9635,17,3,82
1036,7,993,23,8,14
1037,42,4133,1,,23
1038,25,2761,1,108,68
1039,12,9782,3,,10
1040,5,7355,4,,63
1041,42,6160,4,3,51
1042,9,3975,4,,15
1043,60,8836,4,,17
1044,45,5692,1,,21
1045,7,4117,5,,11
1046,34,7856,3,22,18
1047,59,9525,5,100,32
1048,19,5828,28,,35
1049,31,1380,23,14,7
1050,11,2213,1,,44
1051,51,5313,2,,5
1052,52,6550,3,,21
1053,58,4580,29,,99
1054,13,888,3,,24
1055,6,9388,5,,40
1056,28,8103,3,111,100
1057,41,1495,17,,83
1058,26,2253,2,,45
1059,46,6751,2,2,100
1060,25,5940,4,108,25
1061,53,1332,27,24,70
1062,47,715,8,,70
1063,42,5391,1,,82
1064,38,4286,3,,38
1065,28,2175,3,111,93
1066,48,8720,1,,13
1067,21,3821,2,,83
1068,53,5008,1,,73
1069,53,3198,5,24,33
1070,11,3857,23,18,13
1071,15,5783,17,,37
1072,2,8542,2,,66
1073,60,1164,5,,38
1074,27,4565,1,,24
1075,8,8915,2,81,37
1076,43,3234,2,,47
1077,60,8879,5,,3
1078,37,6652,5,,75
1079,42,1532,13,,36
1080,21,7913,27,,60
1081,40,7114,4,102,22
1082,31,7015,13,14,2
1083,33,6094,5,,36
1084,5,7585,15,,86
1085,31,81,15,,65
1086,18,8745,3,,64
1087,58,2519,3,,8
1088,13,8344,5,,23
1089,51,1514,2,,24
1090,27,7003,19,,28
1091,22,2171,4,,12
1092,28,4868,4,,8
1093,44,8096,2,95,72
1094,29,473,24,82,99
1095,27,8500,4,,76
1096,23,5643,5,,38
1097,9,4948,3,,34
1098,45,466,5,,85
1099,54,4025,28,,29
1100,49,1819,2,,54
1101,22,3931,3,,72
1102,47,5966,5,,92
1103,38,1485,3,,68
1104,22,7170,3,6,17
1105,35,725,19,,86
1106,41,9136,3,4,81
1107,6,4286,4,,60
1108,57,4945,13,,92
1109,42,5102,3,,51
1110,43,2977,4,,71
1111,46,2855,2,2,78
1112,5,4021,1,,59
1113,28,6796,3,,78
1114,23,8559,20,,12
1115,37,6972,5,,77
1116,2,9304,1,,50
1117,32,4471,25,,68
1118,35,7608,1,,13
1119,58,232,25,,58
1120,22,9094,29,6,16
1121,31,2063,1,,52
1122,24,5432,18,,49
1123,59,8980,1,,20
1124,52,3420,1,,2
1125,22,2580,3,,49
1126,56,2401,1,,74
1127,25,3767,4,,59
1128,5,4659,15,,29
1129,14,9900,1,,4
1130,60,5666,3,,90
1131,58,1006,4,1,34
1132,38,5100,4,120,15
1133,13,3573,1,,20
1134,41,8960,2,4,83
1135,46,7829,4,,15
1136,42,6315,2,,42
1137,51,9144,1,,9
1138,32,3279,5,,71
1139,20,605,5,,48
