Order_id,branch_id,customer_id,time,payment_method
55,100,6,2021-03-02 18:18:06,Cash
56,100,32,2021-03-02 18:32:16,Cash
57,100,21,2021-03-03 02:24:15,Debit Card
58,100,14,2021-03-03 18:10:46,Cash
59,100,24,2021-03-04 22:41:32,Cash
60,100,45,2021-03-06 03:35:31,Cash
61,100,4,2021-03-06 06:22:07,Cash
62,100,34,2021-03-06 06:46:00,Cash
63,100,7,2021-03-06 20:57:57,Debit Card
64,100,40,2021-03-06 21:20:04,Cash
65,100,40,2021-03-06 22:30:22,Debit Card
66,100,2,2021-03-07 03:36:42,Debit Card
67,100,17,2021-03-07 21:32:51,Cash
68,100,16,2021-03-07 23:55:42,Debit Card
69,100,58,2021-03-08 13:18:55,Debit Card
70,100,57,2021-03-08 13:23:04,Debit Card
71,100,14,2021-03-09 10:03:16,Debit Card
72,100,37,2021-03-09 12:20:10,Debit Card
73,100,46,2021-03-09 23:07:01,Debit Card
74,100,36,2021-03-10 07:51:52,Cash
75,100,25,2021-03-10 08:52:41,Debit Card
76,100,61,2021-03-10 23:14:47,Debit Card
77,100,63,2021-03-11 07:58:42,Debit Card
78,100,53,2021-03-11 13:54:46,Debit Card
79,100,41,2021-03-12 04:08:01,Cash
80,100,61,2021-03-12 09:35:52,Debit Card
81,100,19,2021-03-12 09:47:21,Cash
82,100,17,2021-03-12 18:52:33,Debit Card
83,100,19,2021-03-12 19:53:49,Debit Card
84,100,61,2021-03-12 20:33:17,Debit Card
85,100,11,2021-03-12 20:47:55,Cash
86,100,55,2021-03-13 04:35:28,Debit Card
87,100,37,2021-03-13 17:33:03,Cash
88,100,24,2021-03-13 20:07:52,Debit Card
89,100,42,2021-03-14 05:36:49,Cash
90,100,23,2021-03-14 10:32:40,Cash
91,100,63,2021-03-14 22:40:02,Debit Card
92,100,45,2021-03-14 23:52:17,Debit Card
93,100,7,2021-03-15 06:31:49,Cash
94,100,67,2021-03-15 08:09:24,Debit Card
95,100,17,2021-03-15 17:30:15,Cash
96,100,60,2021-03-16 12:47:59,Cash
97,100,43,2021-03-16 18:59:14,Debit Card
98,100,50,2021-03-17 08:21:41,Cash
99,100,12,2021-03-17 20:32:25,Debit Card
100,100,10,2021-03-18 00:30:39,Debit Card
101,100,68,2021-03-18 07:54:48,Debit Card
102,100,5,2021-03-18 10:45:52,Debit Card
103,100,58,2021-03-19 05:27:00,Cash
104,100,53,2021-03-19 19:46:55,Cash
105,100,76,2021-03-20 00:22:26,Debit Card
106,100,4,2021-03-20 03:44:26,Debit Card
107,100,65,2021-03-20 12:28:58,Debit Card
108,100,7,2021-03-21 10:37:09,Cash
109,100,56,2021-03-22 05:00:28,Cash
110,100,13,2021-03-22 19:19:48,Cash
111,100,57,2021-03-22 22:34:23,Cash
112,100,1,2021-03-23 02:25:20,Cash
113,100,5,2021-03-23 02:52:00,Cash
114,100,71,2021-03-23 03:52:07,Cash
115,100,41,2021-03-23 05:54:33,Cash
116,100,33,2021-03-23 10:51:16,Cash
117,100,81,2021-03-23 19:32:28,Debit Card
118,100,9,2021-03-23 19:37:34,Cash
119,100,76,2021-03-24 04:35:17,Debit Card
120,100,50,2021-03-24 06:06:17,Cash
121,100,34,2021-03-24 19:08:13,Cash
122,100,82,2021-03-24 23:20:27,Debit Card
123,100,56,2021-03-25 00:55:39,Debit Card
124,100,22,2021-03-25 10:11:07,Debit Card
125,100,10,2021-03-25 17:38:03,Cash
126,100,59,2021-03-26 00:05:47,Cash
127,100,22,2021-03-26 03:54:08,Debit Card
128,100,56,2021-03-26 08:43:13,Cash
129,100,31,2021-03-26 11:13:08,Debit Card
130,100,42,2021-03-26 14:21:57,Cash
131,100,73,2021-03-26 20:11:00,Debit Card
132,100,77,2021-03-26 21:30:44,Debit Card
133,100,52,2021-03-27 07:07:15,Cash
134,100,20,2021-03-27 11:16:12,Debit Card
135,100,71,2021-03-27 14:02:19,Debit Card
136,100,51,2021-03-27 21:35:42,Cash
137,100,32,2021-03-27 21:50:18,Cash
138,100,86,2021-03-28 01:11:15,Debit Card
139,100,11,2021-03-28 21:53:12,Debit Card
140,100,17,2021-03-29 04:56:57,Cash
141,100,60,2021-03-29 06:53:05,Debit Card
142,100,90,2021-03-29 15:32:18,Cash
143,100,35,2021-03-30 04:17:58,Cash
144,100,20,2021-03-30 08:06:16,Debit Card
145,100,44,2021-03-30 08:36:00,Debit Card
146,100,39,2021-03-30 12:04:25,Debit Card
147,100,18,2021-03-30 18:02:54,Debit Card
148,100,33,2021-03-30 21:40:29,Cash
149,100,15,2021-03-31 00:51:50,Cash
150,100,89,2021-03-31 03:28:19,Cash
151,100,17,2021-03-31 19:30:59,Debit Card
152,100,18,2021-03-31 23:29:59,Cash
153,100,47,2021-04-01 04:29:09,Debit Card
154,100,89,2021-04-01 09:03:36,Cash
155,100,13,2021-04-01 09:43:02,Cash
156,100,68,2021-04-01 20:41:06,Debit Card
157,100,53,2021-04-01 22:03:47,Cash
158,100,2,2021-04-02 05:41:26,Cash
159,100,88,2021-04-02 08:20:26,Debit Card
160,100,76,2021-04-02 11:15:12,Debit Card
161,100,67,2021-04-02 15:13:42,Cash
162,100,9,2021-04-02 16:35:04,Debit Card
163,100,98,2021-04-02 23:52:02,Debit Card
164,100,84,2021-04-03 10:32:44,Debit Card
165,100,9,2021-04-03 13:59:15,Debit Card
166,100,85,2021-04-03 15:00:09,Debit Card
167,100,4,2021-04-03 16:42:04,Cash
168,100,64,2021-04-03 19:59:34,Debit Card
169,100,32,2021-04-03 23:17:39,Cash
170,100,21,2021-04-04 08:09:30,Debit Card
171,100,6,2021-04-04 11:10:53,Debit Card
172,100,8,2021-04-04 11:14:03,Cash
173,100,24,2021-04-04 13:16:01,Debit Card
174,100,76,2021-04-04 18:34:42,Cash
175,100,71,2021-04-04 23:52:24,Debit Card
176,100,45,2021-04-05 08:31:44,Cash
177,100,71,2021-04-05 16:53:12,Debit Card
178,100,48,2021-04-06 02:38:29,Debit Card
179,100,7,2021-04-06 12:11:52,Cash
180,100,37,2021-04-06 12:14:01,Debit Card
181,100,106,2021-04-06 17:51:07,Debit Card
182,100,45,2021-04-07 05:37:55,Debit Card
183,100,45,2021-04-07 08:17:35,Debit Card
184,100,49,2021-04-07 17:18:47,Cash
185,100,39,2021-04-08 00:00:41,Debit Card
186,100,54,2021-04-08 03:20:54,Cash
187,100,52,2021-04-08 04:18:19,Debit Card
188,100,4,2021-04-08 09:35:59,Debit Card
189,100,76,2021-04-08 10:04:19,Cash
190,100,12,2021-04-08 13:09:14,Debit Card
191,100,48,2021-04-08 15:18:32,Debit Card
192,100,109,2021-04-09 09:34:02,Debit Card
193,100,31,2021-04-09 19:47:39,Cash
194,100,79,2021-04-09 22:10:23,Debit Card
195,100,79,2021-04-09 23:40:47,Debit Card
196,100,80,2021-04-10 05:57:42,Debit Card
197,100,100,2021-04-10 16:51:02,Debit Card
198,100,23,2021-04-11 03:28:33,Debit Card
199,100,9,2021-04-11 09:03:16,Debit Card
200,100,34,2021-04-11 10:27:05,Debit Card
201,100,86,2021-04-11 17:29:32,Cash
202,100,30,2021-04-12 02:48:33,Debit Card
203,100,20,2021-04-12 04:23:42,Debit Card
204,100,99,2021-04-12 05:32:19,Cash
205,100,96,2021-04-12 07:27:58,Cash
206,100,5,2021-04-12 12:46:22,Debit Card
207,100,8,2021-04-12 13:12:13,Debit Card
208,100,13,2021-04-13 04:20:20,Cash
209,100,44,2021-04-13 21:09:00,Debit Card
210,100,14,2021-04-14 13:51:12,Debit Card
211,100,49,2021-04-14 17:07:42,Cash
212,100,67,2021-04-15 04:05:09,Debit Card
213,100,2,2021-04-15 06:38:10,Debit Card
214,100,54,2021-04-15 09:13:10,Debit Card
215,100,65,2021-04-15 10:20:30,Debit Card
216,100,8,2021-04-15 12:21:38,Debit Card
217,100,22,2021-04-15 21:07:13,Cash
218,100,35,2021-04-16 06:04:50,Debit Card
219,100,111,2021-04-16 10:08:22,Cash
220,100,48,2021-04-16 12:40:51,Cash
221,100,45,2021-04-16 12:57:27,Cash
222,100,86,2021-04-16 17:08:33,Cash
223,100,48,2021-04-16 18:44:02,Debit Card
224,100,122,2021-04-16 23:15:55,Debit Card
225,100,56,2021-04-17 02:09:23,Cash
226,100,6,2021-04-17 02:19:01,Cash
227,100,104,2021-04-17 13:09:19,Debit Card
228,100,30,2021-04-17 15:17:50,Cash
229,100,44,2021-04-17 21:11:17,Debit Card
230,100,98,2021-04-18 11:05:43,Debit Card
231,100,33,2021-04-18 13:22:13,Debit Card
232,100,115,2021-04-18 19:20:00,Debit Card
233,100,35,2021-04-18 19:58:01,Debit Card
234,100,113,2021-04-19 01:06:10,Cash
235,100,77,2021-04-19 13:10:50,Cash
236,100,84,2021-04-19 13:17:00,Debit Card
237,100,8,2021-04-19 13:40:39,Cash
238,100,13,2021-04-19 19:24:22,Debit Card
239,100,36,2021-04-20 06:49:56,Debit Card
240,100,83,2021-04-20 20:48:42,Cash
241,100,108,2021-04-20 23:05:33,Cash
242,100,61,2021-04-21 02:06:58,Debit Card
243,100,27,2021-04-21 06:08:55,Cash
244,100,94,2021-04-21 06:24:10,Debit Card
245,100,66,2021-04-21 13:16:21,Debit Card
246,100,58,2021-04-21 13:44:23,Cash
247,100,8,2021-04-21 18:41:48,Cash
248,100,113,2021-04-21 19:47:54,Cash
249,100,8,2021-04-21 21:06:13,Debit Card
250,100,121,2021-04-21 21:42:12,Cash
251,100,45,2021-04-21 22:31:49,Debit Card
252,100,39,2021-04-22 03:56:11,Cash
253,100,73,2021-04-22 11:12:44,Cash
254,100,61,2021-04-23 06:42:49,Debit Card
255,100,99,2021-04-23 15:27:50,Cash
256,100,61,2021-04-24 05:30:35,Cash
257,100,29,2021-04-24 11:23:38,Debit Card
258,100,30,2021-04-25 02:12:34,Debit Card
259,100,30,2021-04-25 06:35:31,Cash
260,100,21,2021-04-25 12:53:52,Cash
261,100,68,2021-04-25 16:54:47,Cash
262,100,111,2021-04-26 23:55:31,Cash
263,100,14,2021-04-27 09:55:45,Debit Card
264,100,143,2021-04-27 12:59:42,Cash
265,100,126,2021-04-27 15:19:40,Cash
266,100,29,2021-04-27 22:21:53,Cash
267,100,70,2021-04-28 06:18:31,Debit Card
268,100,61,2021-04-28 18:56:25,Cash
269,100,22,2021-04-29 02:50:01,Cash
270,100,13,2021-04-29 08:20:06,Debit Card
271,100,23,2021-04-29 09:12:44,Debit Card
272,100,131,2021-04-30 02:09:10,Debit Card
273,100,89,2021-05-01 01:40:48,Cash
274,100,21,2021-05-01 18:31:58,Cash
275,100,147,2021-05-04 00:48:45,Debit Card
276,100,77,2021-05-04 06:35:26,Cash
277,100,33,2021-05-04 17:00:55,Debit Card
278,100,25,2021-05-05 03:23:30,Debit Card
279,100,65,2021-05-05 03:37:38,Cash
280,100,134,2021-05-05 03:55:50,Debit Card
281,100,150,2021-05-05 05:36:25,Debit Card
282,100,86,2021-05-05 07:38:55,Cash
283,100,153,2021-05-05 14:54:03,Debit Card
284,100,121,2021-05-05 17:28:50,Debit Card
285,100,126,2021-05-05 17:38:35,Debit Card
286,100,33,2021-05-05 20:29:18,Cash
287,100,86,2021-05-06 00:04:39,Debit Card
288,100,113,2021-05-06 05:45:19,Debit Card
289,100,108,2021-05-06 20:29:11,Debit Card
290,100,29,2021-05-07 01:50:13,Cash
291,100,57,2021-05-07 03:16:10,Debit Card
292,100,172,2021-05-07 06:43:18,Cash
293,100,97,2021-05-07 09:00:08,Cash
294,100,57,2021-05-07 19:29:31,Cash
295,100,140,2021-05-07 22:15:28,Debit Card
296,100,168,2021-05-08 06:05:22,Debit Card
297,100,134,2021-05-08 06:09:49,Cash
298,100,60,2021-05-08 06:39:30,Cash
299,100,22,2021-05-08 08:20:50,Cash
300,100,168,2021-05-08 11:21:32,Debit Card
301,100,57,2021-05-08 15:26:57,Debit Card
302,100,91,2021-05-08 20:12:59,Cash
303,100,82,2021-05-08 21:25:48,Cash
304,100,160,2021-05-08 23:55:04,Debit Card
305,100,74,2021-05-09 05:17:30,Debit Card
306,100,54,2021-05-09 13:03:10,Cash
307,100,15,2021-05-09 13:31:52,Debit Card
308,100,127,2021-05-09 15:21:47,Debit Card
309,100,37,2021-05-10 02:40:27,Debit Card
310,100,6,2021-05-10 06:20:02,Debit Card
311,100,23,2021-05-10 17:32:03,Cash
312,100,50,2021-05-10 22:53:17,Cash
313,100,96,2021-05-11 00:39:24,Debit Card
314,100,64,2021-05-11 03:22:53,Debit Card
315,100,186,2021-05-11 13:49:06,Cash
316,100,93,2021-05-11 19:31:22,Cash
317,100,45,2021-05-11 23:36:38,Debit Card
318,100,164,2021-05-12 07:15:45,Debit Card
319,100,174,2021-05-12 13:59:49,Debit Card
320,100,14,2021-05-13 16:53:44,Debit Card
321,100,184,2021-05-14 09:39:07,Debit Card
322,100,7,2021-05-14 21:21:49,Cash
323,100,144,2021-05-15 00:27:16,Debit Card
324,100,50,2021-05-15 03:27:58,Debit Card
325,100,79,2021-05-15 07:38:36,Debit Card
326,100,167,2021-05-15 18:52:32,Cash
327,100,125,2021-05-15 23:59:24,Debit Card
328,100,84,2021-05-16 06:05:09,Cash
329,100,58,2021-05-16 08:27:28,Debit Card
330,100,160,2021-05-16 10:35:56,Cash
331,100,158,2021-05-16 11:58:25,Cash
332,100,173,2021-05-16 14:02:16,Cash
333,100,36,2021-05-16 19:26:40,Debit Card
334,100,108,2021-05-16 21:50:14,Cash
335,100,143,2021-05-17 03:17:05,Debit Card
336,100,48,2021-05-17 03:41:18,Cash
337,100,24,2021-05-17 03:52:32,Cash
338,100,14,2021-05-17 16:01:29,Debit Card
339,100,145,2021-05-18 01:59:47,Cash
340,100,86,2021-05-18 04:53:49,Cash
341,100,149,2021-05-18 13:03:38,Debit Card
342,100,141,2021-05-18 16:31:15,Debit Card
343,100,129,2021-05-18 20:17:18,Debit Card
344,100,184,2021-05-19 06:51:47,Debit Card
345,100,212,2021-05-19 08:28:51,Cash
346,100,156,2021-05-19 10:45:59,Debit Card
347,100,122,2021-05-19 12:09:36,Debit Card
348,100,88,2021-05-19 20:16:17,Debit Card
349,100,77,2021-05-19 22:07:38,Debit Card
350,100,64,2021-05-20 20:05:55,Cash
351,100,150,2021-05-20 20:29:59,Debit Card
352,100,5,2021-05-21 15:51:52,Debit Card
353,100,75,2021-05-22 11:39:55,Cash
354,100,170,2021-05-23 03:08:38,Debit Card
355,100,56,2021-05-23 03:52:58,Debit Card
356,100,157,2021-05-23 08:30:33,Debit Card
357,100,204,2021-05-24 08:23:00,Debit Card
358,100,113,2021-05-24 10:40:22,Debit Card
359,100,100,2021-05-24 16:00:05,Cash
360,100,148,2021-05-24 19:01:47,Cash
361,100,158,2021-05-24 20:11:01,Debit Card
362,100,173,2021-05-24 22:47:48,Cash
363,100,106,2021-05-25 17:11:31,Debit Card
364,100,142,2021-05-25 19:59:54,Cash
365,100,130,2021-05-27 01:59:28,Cash
366,100,50,2021-05-28 09:03:25,Cash
367,100,50,2021-05-28 10:32:22,Debit Card
368,100,69,2021-05-28 18:10:12,Cash
369,100,125,2021-05-28 19:51:12,Cash
370,100,115,2021-05-29 21:23:53,Cash
371,100,151,2021-05-30 20:51:17,Debit Card
372,100,41,2021-05-30 22:43:26,Cash
373,100,140,2021-05-31 01:01:19,Debit Card
374,100,58,2021-05-31 03:39:21,Debit Card
375,100,125,2021-05-31 16:09:31,Cash
376,100,109,2021-05-31 16:20:25,Cash
377,100,205,2021-06-01 01:32:01,Cash
378,100,9,2021-06-01 10:49:02,Debit Card
379,100,30,2021-06-01 18:10:19,Cash
380,100,137,2021-06-02 03:44:16,Cash
381,100,232,2021-06-02 10:05:49,Cash
382,100,28,2021-06-02 16:52:32,Debit Card
383,100,231,2021-06-02 17:18:39,Cash
384,100,231,2021-06-03 02:12:38,Debit Card
385,100,48,2021-06-03 05:40:45,Cash
386,100,109,2021-06-03 08:54:50,Cash
387,100,135,2021-06-03 10:35:56,Cash
388,100,7,2021-06-04 07:33:32,Cash
389,100,181,2021-06-04 10:11:48,Debit Card
390,100,132,2021-06-04 21:14:30,Debit Card
391,100,174,2021-06-05 02:14:30,Cash
392,100,93,2021-06-05 02:22:10,Cash
393,100,36,2021-06-05 03:28:27,Cash
394,100,197,2021-06-05 07:41:31,Cash
395,100,47,2021-06-05 08:49:33,Cash
396,100,178,2021-06-05 15:50:40,Cash
397,100,36,2021-06-05 20:29:00,Debit Card
398,100,70,2021-06-05 21:56:40,Debit Card
399,100,38,2021-06-06 02:09:43,Debit Card
400,100,62,2021-06-06 05:53:04,Debit Card
401,100,158,2021-06-06 23:11:21,Cash
402,100,155,2021-06-07 01:33:25,Debit Card
403,100,163,2021-06-08 03:02:34,Cash
404,100,241,2021-06-08 10:26:14,Debit Card
405,100,149,2021-06-08 11:08:18,Debit Card
406,100,56,2021-06-08 12:23:36,Debit Card
407,100,191,2021-06-08 14:18:30,Debit Card
408,100,78,2021-06-09 00:56:21,Cash
409,100,238,2021-06-09 06:05:17,Cash
410,100,35,2021-06-09 08:58:17,Debit Card
411,100,36,2021-06-10 10:05:30,Debit Card
412,100,205,2021-06-11 00:01:25,Debit Card
413,100,92,2021-06-11 12:13:52,Cash
414,100,127,2021-06-11 13:44:34,Debit Card
415,100,200,2021-06-11 15:37:44,Debit Card
416,100,183,2021-06-12 04:25:17,Debit Card
417,100,170,2021-06-12 04:29:19,Cash
418,100,235,2021-06-12 05:25:44,Debit Card
419,100,136,2021-06-12 08:51:44,Cash
420,100,61,2021-06-12 09:54:16,Cash
421,100,235,2021-06-12 12:15:20,Debit Card
422,100,9,2021-06-12 14:56:04,Debit Card
423,100,211,2021-06-13 03:44:40,Cash
424,100,26,2021-06-13 09:03:11,Debit Card
425,100,235,2021-06-13 21:05:15,Cash
426,100,163,2021-06-14 03:41:32,Debit Card
427,100,160,2021-06-14 05:11:26,Debit Card
428,100,224,2021-06-14 06:34:59,Cash
429,100,50,2021-06-14 08:03:50,Cash
430,100,161,2021-06-14 13:36:51,Debit Card
431,100,205,2021-06-14 21:30:24,Cash
432,100,92,2021-06-15 01:39:38,Debit Card
433,100,6,2021-06-15 04:43:07,Cash
434,100,220,2021-06-15 09:10:19,Debit Card
435,100,180,2021-06-15 12:18:46,Cash
436,100,217,2021-06-15 16:54:21,Debit Card
437,100,244,2021-06-15 17:47:51,Debit Card
438,100,37,2021-06-16 14:57:53,Debit Card
439,100,257,2021-06-17 01:13:20,Debit Card
440,100,267,2021-06-17 09:10:28,Debit Card
441,100,152,2021-06-17 14:35:00,Debit Card
442,100,42,2021-06-17 18:16:12,Cash
443,100,192,2021-06-17 18:28:40,Debit Card
444,100,66,2021-06-18 09:55:08,Debit Card
445,100,236,2021-06-18 12:23:15,Cash
446,100,232,2021-06-18 15:04:03,Debit Card
447,100,97,2021-06-18 15:15:55,Debit Card
448,100,65,2021-06-19 02:45:04,Cash
449,100,143,2021-06-19 07:29:26,Cash
450,100,143,2021-06-20 02:35:42,Cash
451,100,161,2021-06-20 11:44:53,Cash
452,100,196,2021-06-20 14:01:46,Cash
453,100,268,2021-06-20 14:19:34,Cash
454,100,17,2021-06-20 21:46:54,Debit Card
455,100,139,2021-06-21 04:19:18,Cash
456,100,159,2021-06-21 12:06:22,Cash
457,100,16,2021-06-21 12:41:39,Debit Card
458,100,214,2021-06-21 14:46:56,Cash
459,100,276,2021-06-21 22:24:30,Debit Card
460,100,166,2021-06-21 23:25:19,Cash
461,100,169,2021-06-22 04:04:40,Cash
462,100,146,2021-06-22 08:35:26,Cash
463,100,77,2021-06-22 09:21:32,Cash
464,100,229,2021-06-22 12:18:12,Cash
465,100,211,2021-06-23 10:03:02,Debit Card
466,100,285,2021-06-23 12:52:28,Cash
467,100,37,2021-06-24 02:21:08,Cash
468,100,195,2021-06-24 02:41:57,Cash
469,100,201,2021-06-24 05:16:12,Debit Card
470,100,129,2021-06-24 11:53:48,Debit Card
471,100,188,2021-06-24 13:42:02,Cash
472,100,154,2021-06-25 13:01:09,Debit Card
473,100,193,2021-06-25 15:42:06,Cash
474,100,203,2021-06-25 19:03:43,Debit Card
475,100,201,2021-06-25 19:59:38,Debit Card
476,100,290,2021-06-26 01:04:47,Debit Card
477,100,5,2021-06-26 04:33:41,Debit Card
478,100,138,2021-06-26 05:23:29,Cash
479,100,134,2021-06-26 06:09:46,Debit Card
480,100,270,2021-06-26 09:37:40,Debit Card
481,100,216,2021-06-26 13:32:46,Debit Card
482,100,233,2021-06-27 12:00:34,Debit Card
483,100,166,2021-06-27 20:05:10,Cash
484,100,51,2021-06-27 22:52:36,Debit Card
485,100,269,2021-06-28 14:09:26,Debit Card
486,100,150,2021-06-28 14:59:32,Debit Card
487,100,70,2021-06-28 19:17:40,Debit Card
488,100,173,2021-06-29 08:39:59,Debit Card
489,100,289,2021-06-30 10:24:13,Cash
490,100,36,2021-07-01 02:47:42,Cash
491,100,115,2021-07-01 08:25:39,Debit Card
492,100,124,2021-07-01 16:16:55,Cash
493,100,2,2021-07-01 16:17:49,Cash
494,100,225,2021-07-02 04:10:14,Cash
495,100,303,2021-07-02 05:01:30,Cash
496,100,271,2021-07-02 13:26:47,Debit Card
497,100,52,2021-07-02 19:56:02,Cash
498,100,179,2021-07-03 02:39:02,Cash
499,100,230,2021-07-03 07:09:43,Debit Card
500,100,155,2021-07-03 10:35:30,Cash
501,100,272,2021-07-03 11:57:53,Cash
502,100,120,2021-07-04 03:29:14,Cash
503,100,245,2021-07-04 10:24:00,Cash
504,100,128,2021-07-04 11:38:40,Debit Card
505,100,123,2021-07-05 07:39:49,Debit Card
506,100,68,2021-07-06 08:22:33,Cash
507,100,274,2021-07-06 17:49:02,Cash
508,100,56,2021-07-06 18:10:06,Cash
509,100,210,2021-07-06 18:35:00,Cash
510,100,191,2021-07-06 20:27:24,Cash
511,100,104,2021-07-07 07:55:25,Cash
512,100,285,2021-07-07 14:07:55,Cash
513,100,135,2021-07-07 18:08:32,Debit Card
514,100,140,2021-07-07 22:55:18,Debit Card
515,100,58,2021-07-08 02:26:06,Cash
516,100,142,2021-07-08 12:39:10,Debit Card
517,100,149,2021-07-08 15:12:09,Cash
518,100,80,2021-07-08 19:46:55,Debit Card
519,100,293,2021-07-08 22:56:06,Debit Card
520,100,166,2021-07-09 05:04:12,Cash
521,100,16,2021-07-09 13:56:50,Debit Card
522,100,76,2021-07-09 15:24:02,Cash
523,100,71,2021-07-10 05:22:13,Cash
524,100,131,2021-07-10 13:50:00,Cash
525,100,144,2021-07-10 19:01:45,Cash
526,100,56,2021-07-10 22:05:17,Debit Card
527,100,276,2021-07-10 22:44:02,Debit Card
528,100,209,2021-07-11 06:42:47,Cash
529,100,216,2021-07-11 12:58:24,Cash
530,100,237,2021-07-11 13:10:37,Debit Card
531,100,15,2021-07-11 17:49:22,Debit Card
532,100,46,2021-07-11 21:22:53,Cash
533,100,4,2021-07-11 22:02:20,Debit Card
534,100,263,2021-07-12 00:57:27,Cash
535,100,74,2021-07-12 07:50:03,Debit Card
536,100,117,2021-07-12 09:40:15,Debit Card
537,100,258,2021-07-12 17:40:34,Cash
538,100,12,2021-07-12 18:01:52,Cash
539,100,219,2021-07-13 03:03:15,Debit Card
540,100,325,2021-07-13 11:23:29,Cash
541,100,225,2021-07-13 12:40:53,Cash
542,100,319,2021-07-13 13:42:23,Cash
543,100,282,2021-07-13 15:02:36,Debit Card
544,100,265,2021-07-13 22:06:21,Debit Card
545,100,234,2021-07-14 00:30:55,Cash
546,100,76,2021-07-14 00:38:38,Cash
547,100,15,2021-07-14 06:02:06,Cash
548,100,88,2021-07-14 09:54:45,Debit Card
549,100,10,2021-07-14 11:59:26,Cash
550,100,148,2021-07-14 20:25:47,Cash
551,100,270,2021-07-15 17:17:04,Cash
552,100,68,2021-07-15 19:37:23,Cash
553,100,229,2021-07-16 07:14:40,Cash
554,100,151,2021-07-16 07:27:35,Cash
555,100,62,2021-07-16 17:10:40,Debit Card
556,100,327,2021-07-16 23:54:42,Cash
557,100,329,2021-07-17 12:37:14,Cash
558,100,22,2021-07-17 14:46:39,Cash
559,100,206,2021-07-17 14:52:05,Debit Card
560,100,80,2021-07-18 04:40:57,Cash
561,100,312,2021-07-18 15:40:55,Debit Card
562,100,260,2021-07-18 16:26:51,Cash
563,100,311,2021-07-18 18:27:09,Cash
564,100,183,2021-07-18 23:25:29,Cash
565,100,167,2021-07-19 06:45:44,Debit Card
566,100,2,2021-07-19 08:53:21,Debit Card
567,100,205,2021-07-19 23:54:02,Debit Card
568,100,36,2021-07-20 09:44:08,Debit Card
569,100,145,2021-07-20 11:04:58,Cash
570,100,15,2021-07-20 11:31:19,Debit Card
571,100,312,2021-07-20 19:04:12,Debit Card
572,100,1,2021-07-20 20:05:50,Cash
573,100,82,2021-07-21 11:25:56,Debit Card
574,100,268,2021-07-21 14:11:58,Cash
575,100,101,2021-07-21 16:26:33,Cash
576,100,270,2021-07-21 19:01:59,Cash
577,100,146,2021-07-21 20:08:55,Cash
578,100,178,2021-07-22 05:10:00,Debit Card
579,100,325,2021-07-22 11:59:55,Debit Card
580,100,265,2021-07-22 15:14:16,Cash
