Order_line_id,product_id,Order_id,quantity,dis_id,design_id
125,77,50,1,,123
126,23,51,10,,137
127,76,51,1,,11
128,39,52,4,,128
129,61,52,5,,85
130,63,52,1,,106
131,75,53,9,,60
132,76,53,2,,11
133,38,54,3,,59
134,58,54,5,,142
135,65,54,2,,91
136,35,55,5,,21
137,66,55,3,,31
138,8,56,3,,117
139,17,56,2,,120
140,42,56,2,,8
141,16,57,1,,106
142,64,57,5,,21
143,25,58,5,,7
144,68,58,5,,8
145,76,58,5,,11
146,19,59,5,,16
147,53,59,4,,131
148,7,60,4,,108
149,55,60,1,,143
150,56,60,2,,4
151,26,61,4,,15
152,62,61,2,,41
153,25,62,4,,7
154,47,62,5,,108
155,63,62,3,,106
156,27,63,9,,19
157,37,63,4,,91
158,4,64,4,,84
159,74,64,1,,114
160,77,64,2,,123
161,41,65,4,,11
162,67,65,3,,92
163,10,66,4,,4
164,19,66,1,,16
165,29,66,2,,7
166,33,67,3,,89
167,54,67,4,,108
168,15,68,5,,111
169,23,68,4,,137
170,58,68,2,,142
171,34,69,1,,121
172,40,69,4,,107
173,7,70,3,,108
174,59,70,2,,101
175,62,70,2,,41
176,2,71,4,,100
177,35,71,3,,21
178,12,72,2,,137
179,44,72,2,,43
180,48,72,4,,66
181,60,73,1,,97
182,67,73,2,,92
183,27,74,9,,19
184,54,74,2,,108
185,72,74,3,,49
186,18,75,1,,84
187,67,75,1,,92
188,7,76,3,,108
189,14,76,1,,17
190,32,76,4,,136
191,12,77,10,,137
192,65,77,1,,91
193,14,78,5,,17
194,34,78,9,,121
195,65,78,3,,91
196,56,79,3,,4
197,74,79,4,,114
198,14,80,4,,17
199,53,80,3,,131
200,68,80,10,,8
201,5,81,4,,54
202,44,81,2,,43
203,21,82,4,,138
204,23,82,3,,137
205,60,82,4,,97
206,19,83,3,,16
207,39,83,1,,128
208,4,84,3,,84
209,32,84,5,,136
210,60,84,5,,97
211,19,85,3,,16
212,64,85,5,,21
213,4,86,3,,84
214,8,86,4,,117
215,50,86,4,,97
216,1,87,4,,75
217,34,87,2,,121
218,5,88,4,,54
219,28,88,4,,75
220,63,88,3,,106
221,1,89,1,,75
222,56,89,3,,4
223,7,90,3,,108
224,19,90,2,,16
225,55,90,4,,143
226,30,91,3,,131
227,69,91,10,,28
228,35,92,4,,21
229,65,92,2,,91
230,66,92,3,,31
231,45,93,2,,117
232,72,93,9,,49
233,31,94,4,,88
234,64,94,1,,21
235,76,94,2,,11
236,48,95,5,,66
237,67,95,3,,92
238,5,96,5,,54
239,33,96,2,,89
240,35,96,1,,21
241,3,97,4,,89
242,55,97,1,,143
243,40,98,1,,107
244,48,98,1,,66
245,71,98,5,,2
246,8,99,4,,117
247,40,99,1,,107
248,13,100,5,,43
249,73,100,1,,13
250,77,100,2,,123
251,43,101,4,,144
252,53,101,4,,131
253,23,102,10,,137
254,24,102,4,,6
255,53,102,3,,131
256,6,103,1,,35
257,34,103,1,,121
258,38,104,5,,59
259,39,104,4,,128
260,44,104,3,,43
261,16,105,3,,106
262,60,105,1,,97
263,47,106,3,,108
264,70,106,2,,21
265,72,106,10,,49
266,45,107,3,,117
267,60,107,8,,97
268,23,108,2,,137
269,34,108,5,,121
270,66,108,3,,31
271,20,109,8,,88
272,41,109,4,,11
273,20,110,3,,88
274,46,110,3,,2
275,75,110,2,,60
276,2,111,2,,100
277,57,111,1,,3
278,24,112,1,,6
279,37,112,5,,91
280,41,112,9,,11
281,25,113,2,,7
282,33,113,2,,89
283,22,114,5,,2
284,38,114,1,,59
285,63,114,3,,106
286,49,115,2,,143
287,74,115,1,,114
288,10,116,5,,4
289,28,116,4,,75
290,65,116,1,,91
291,1,117,5,,75
292,12,117,3,,137
293,10,118,5,,4
294,12,118,5,,137
295,66,118,1,,31
296,24,119,3,,6
297,45,119,6,,117
298,6,120,5,,35
299,12,120,4,,137
300,72,120,4,,49
301,29,121,1,,7
302,57,121,5,,3
303,7,122,10,,108
304,14,122,5,,17
305,21,122,3,,138
306,6,123,4,,35
307,46,123,4,,2
308,51,124,2,,3
309,70,124,1,,21
310,72,124,2,,49
311,10,125,2,,4
312,72,125,3,,49
313,1,126,5,,75
314,2,126,1,,100
315,30,126,1,,131
316,25,127,5,,7
317,64,127,7,,21
318,54,128,5,,108
319,58,128,1,,142
320,74,128,4,,114
321,42,129,1,,8
322,71,129,9,,2
323,55,130,1,,143
324,71,130,6,,2
325,76,130,10,,11
326,59,131,7,,101
327,75,131,2,,60
328,40,132,5,,107
329,46,132,2,,2
330,76,132,3,,11
331,10,133,3,,4
332,31,133,6,,88
333,3,134,2,,89
334,18,134,7,,84
335,75,134,1,,60
336,14,135,3,,17
337,73,135,4,,13
338,14,136,3,,17
339,53,136,2,,131
340,57,136,4,,3
341,26,137,4,,15
342,75,137,3,,60
343,11,138,3,,70
344,61,138,5,,85
345,70,138,3,,21
346,17,139,3,,120
347,44,139,1,,43
348,1,140,3,,75
349,36,140,2,,65
350,72,140,2,,49
351,21,141,2,,138
352,54,141,3,,108
353,23,142,5,,137
354,41,142,1,,11
355,50,142,1,,97
356,9,143,4,,36
357,54,143,10,,108
358,15,144,3,,111
359,29,144,5,,7
360,37,144,5,,91
361,15,145,2,,111
362,25,145,2,,7
363,19,146,3,,16
364,55,146,1,,143
365,76,146,2,,11
366,53,147,2,,131
367,70,147,1,,21
368,12,148,3,,137
369,42,148,3,,8
370,72,148,3,,49
371,22,149,2,,2
372,74,149,1,,114
373,15,150,4,,111
374,72,150,4,,49
375,76,150,5,,11
376,40,151,1,,107
377,68,151,4,,8
378,37,152,4,,91
379,66,152,4,,31
380,75,152,4,,60
381,2,153,4,,100
382,32,153,4,,136
383,32,154,4,,136
384,51,154,4,,3
385,58,154,4,,142
386,64,155,5,,21
387,66,155,4,,31
388,33,156,3,,89
389,34,156,1,,121
390,52,156,2,,84
391,37,157,3,,91
392,53,157,1,,131
393,46,158,5,,2
394,59,158,1,,101
395,77,158,6,,123
396,40,159,3,,107
397,77,159,2,,123
398,35,160,3,,21
399,36,160,2,,65
400,69,160,5,,28
401,25,161,2,,7
402,43,161,1,,144
403,9,162,7,,36
404,30,162,3,,131
405,63,162,4,,106
406,46,163,3,,2
407,52,163,3,,84
408,28,164,2,,75
409,30,164,3,,131
410,62,164,1,,41
411,2,165,10,,100
412,23,165,1,,137
413,26,166,5,,15
414,45,166,4,,117
415,71,166,2,,2
416,24,167,5,,6
417,72,167,5,,49
418,14,168,5,,17
419,19,168,4,,16
420,77,168,4,,123
421,3,169,5,,89
422,76,169,1,,11
423,18,170,4,,84
424,33,170,1,,89
425,70,170,5,,21
426,20,171,1,,88
427,47,171,6,,108
428,29,172,1,,7
429,53,172,4,,131
430,65,172,7,,91
431,49,173,10,,143
432,63,173,1,,106
433,43,174,10,,144
434,53,174,5,,131
435,75,174,2,,60
436,1,175,2,,75
437,41,175,2,,11
438,37,176,4,,91
439,48,176,1,,66
440,76,176,4,,11
441,44,177,5,,43
442,47,177,2,,108
443,1,178,4,,75
444,46,178,2,,2
445,48,178,1,,66
446,34,179,1,,121
447,75,179,3,,60
448,7,180,5,,108
449,41,180,1,,11
450,73,180,8,,13
451,43,181,2,,144
452,61,181,1,,85
453,11,182,4,,70
454,35,182,4,,21
455,64,182,5,,21
456,39,183,2,,128
457,48,183,4,,66
458,12,184,8,,137
459,43,184,2,,144
460,56,184,3,,4
461,45,185,5,,117
462,58,185,4,,142
463,10,186,5,,4
464,37,186,2,,91
465,59,186,4,,101
466,5,187,3,,54
467,29,187,2,,7
468,30,188,5,,131
469,56,188,1,,4
470,59,188,3,,101
471,6,189,3,,35
472,46,189,6,,2
473,46,190,3,,2
474,67,190,3,,92
475,76,190,5,,11
476,20,191,2,,88
477,52,191,2,,84
478,4,192,1,,84
479,11,192,1,,70
480,70,192,3,,21
481,51,193,4,,3
482,66,193,5,,31
483,1,194,2,,75
484,10,194,5,,4
485,30,194,4,,131
486,23,195,4,,137
487,73,195,2,,13
488,44,196,4,,43
489,47,196,6,,108
490,60,196,5,,97
491,6,197,1,,35
492,76,197,3,,11
493,26,198,3,,15
494,73,198,8,,13
495,75,198,2,,60
496,8,199,3,,117
497,59,199,4,,101
498,9,200,1,,36
499,40,200,3,,107
500,57,200,2,,3
501,38,201,3,,59
502,45,201,5,,117
503,3,202,2,,89
504,30,202,2,,131
505,47,202,2,,108
506,36,203,2,,65
507,60,203,2,,97
508,12,204,3,,137
509,20,204,3,,88
510,73,204,2,,13
511,33,205,2,,89
512,41,205,1,,11
513,17,206,3,,120
514,20,206,1,,88
515,72,206,3,,49
516,11,207,1,,70
517,17,207,1,,120
518,32,208,1,,136
519,36,208,3,,65
520,62,208,1,,41
521,10,209,3,,4
522,25,209,3,,7
523,20,210,2,,88
524,70,210,10,,21
525,74,210,3,,114
526,7,211,4,,108
527,48,211,5,,66
528,10,212,5,,4
529,21,212,7,,138
530,25,212,5,,7
531,5,213,8,,54
532,32,213,4,,136
533,35,214,2,,21
534,53,214,3,,131
535,63,214,5,,106
536,47,215,3,,108
537,72,215,5,,49
538,22,216,3,,2
539,31,216,1,,88
540,43,216,2,,144
541,26,217,2,,15
542,48,217,2,,66
543,21,218,2,,138
544,76,218,1,,11
545,77,218,1,,123
546,26,219,7,,15
547,67,219,3,,92
548,13,220,4,,43
549,43,220,5,,144
550,76,220,1,,11
551,35,221,4,,21
552,50,221,8,,97
553,1,222,3,,75
554,17,222,1,,120
555,74,222,2,,114
556,46,223,3,,2
557,71,223,4,,2
558,22,224,1,,2
559,24,224,1,,6
560,51,224,1,,3
561,65,225,2,,91
562,73,225,4,,13
563,14,226,2,,17
564,48,226,3,,66
565,55,226,6,,143
566,49,227,5,,143
567,72,227,4,,49
568,33,228,1,,89
569,36,228,9,,65
570,69,228,8,,28
571,22,229,4,,2
572,68,229,2,,8
573,48,230,5,,66
574,54,230,1,,108
575,55,230,1,,143
576,6,231,8,,35
577,77,231,3,,123
578,23,232,8,,137
579,42,232,5,,8
580,53,232,6,,131
581,5,233,7,,54
582,20,233,2,,88
583,30,234,1,,131
584,41,234,2,,11
585,58,234,2,,142
586,7,235,2,,108
587,14,235,3,,17
588,27,236,2,,19
589,29,236,1,,7
590,37,236,4,,91
591,2,237,10,,100
592,55,237,6,,143
593,2,238,2,,100
594,10,238,6,,4
595,33,238,4,,89
596,29,239,4,,7
597,51,239,7,1,3
598,31,240,4,,88
599,51,240,10,1,3
600,68,240,6,,8
601,19,241,3,,16
602,51,241,5,1,3
603,10,242,4,,4
604,40,242,5,,107
605,51,242,4,1,3
606,51,243,3,1,3
607,52,243,2,,84
608,51,244,3,1,3
609,65,244,5,,91
610,74,244,5,,114
611,51,245,5,1,3
612,77,245,9,,123
613,51,246,2,1,3
614,54,246,5,,108
615,74,246,3,,114
616,15,247,5,,111
617,51,247,5,1,3
618,17,248,1,,120
619,51,248,1,1,3
620,71,248,5,,2
621,32,249,1,,136
622,51,249,4,1,3
623,51,250,4,1,3
624,56,250,1,,4
625,66,250,5,,31
626,51,251,10,1,3
627,65,251,5,,91
628,22,252,3,,2
629,51,252,1,1,3
630,62,252,1,,41
631,51,253,2,1,3
632,71,253,4,,2
633,14,254,3,,17
634,51,254,7,1,3
635,62,254,2,,41
636,47,255,1,,108
637,49,255,5,,143
638,4,256,4,,84
639,13,256,1,,43
640,51,256,1,1,3
641,51,257,2,1,3
642,58,257,2,,142
643,21,258,2,,138
644,51,258,2,1,3
645,65,258,5,,91
646,51,259,3,1,3
647,75,259,1,,60
648,8,260,4,,117
649,32,260,3,,136
650,51,260,3,1,3
651,6,261,3,,35
652,51,261,2,1,3
653,51,262,5,1,3
654,66,262,1,,31
655,76,262,3,,11
656,38,263,5,,59
657,51,263,3,1,3
658,53,264,5,,131
659,61,264,4,,85
660,77,264,5,,123
661,51,265,3,1,3
662,77,265,5,,123
663,18,266,2,,84
664,51,266,2,1,3
665,59,266,3,,101
666,37,267,2,,91
667,51,267,6,1,3
668,11,268,4,,70
669,38,268,1,,59
670,51,268,2,1,3
671,25,269,2,,7
672,51,269,3,1,3
673,16,270,4,,106
674,30,270,1,,131
675,51,270,3,1,3
676,33,271,5,,89
677,51,271,1,1,3
678,10,272,3,,4
679,38,272,8,,59
680,51,272,2,1,3
681,19,273,1,,16
682,41,273,2,,11
683,28,274,10,,75
684,35,274,5,,21
685,51,274,2,1,3
686,41,275,5,,11
687,51,275,4,1,3
688,16,276,1,,106
689,22,276,5,,2
690,51,276,1,1,3
691,51,277,6,1,3
692,69,277,5,,28
693,51,278,5,1,3
694,65,278,2,,91
695,73,278,4,,13
696,16,279,1,,106
697,51,279,3,1,3
698,28,280,3,,75
699,51,280,2,1,3
700,60,280,1,,97
701,1,281,8,,75
702,51,281,10,1,3
703,2,282,5,,100
704,16,282,1,,106
705,51,282,4,1,3
706,51,283,3,1,3
707,59,283,1,,101
708,34,284,7,,121
709,51,284,3,1,3
710,67,284,4,,92
711,51,285,3,1,3
712,74,285,1,,114
713,8,286,9,,117
714,51,286,4,1,3
715,77,286,2,,123
716,51,287,1,1,3
717,52,287,2,,84
718,43,288,5,,144
719,50,288,4,,97
720,51,288,1,1,3
721,30,289,5,,131
722,51,289,4,1,3
723,27,290,2,,19
724,51,290,5,1,3
725,63,290,2,,106
726,51,291,2,1,3
727,70,291,3,,21
728,15,292,4,,111
729,25,292,1,,7
730,51,292,5,1,3
731,51,293,3,1,3
732,73,293,2,,13
733,17,294,3,,120
734,30,294,3,,131
735,51,294,4,1,3
736,51,295,1,1,3
737,69,295,1,,28
738,10,296,1,,4
739,28,296,3,,75
740,51,296,10,1,3
741,19,297,1,,16
742,28,297,2,,75
743,5,298,3,,54
744,45,298,1,,117
745,51,298,4,1,3
746,3,299,5,,89
747,51,299,4,1,3
748,18,300,4,,84
749,51,300,5,1,3
750,70,300,4,,21
751,38,301,3,,59
752,51,301,1,1,3
753,28,302,5,,75
754,49,302,5,,143
755,51,302,5,1,3
756,51,303,4,1,3
757,62,303,5,,41
758,50,304,3,,97
759,51,304,3,1,3
760,68,304,5,,8
761,31,305,5,,88
762,51,305,2,1,3
763,3,306,3,,89
764,22,306,5,,2
765,51,306,3,1,3
766,27,307,3,,19
767,51,307,5,1,3
768,48,308,3,,66
769,51,308,2,1,3
770,53,308,4,,131
771,10,309,3,,4
772,27,309,1,,19
773,17,310,5,,120
774,40,310,5,,107
775,57,310,3,,3
776,22,311,1,,2
777,41,311,4,,11
778,13,312,3,,43
779,56,312,1,,4
780,60,312,1,,97
781,57,313,5,,3
782,73,313,6,,13
783,32,314,1,,136
784,70,314,5,,21
785,71,314,2,,2
786,22,315,3,,2
787,69,315,1,,28
788,31,316,5,,88
789,69,316,4,,28
790,74,316,2,,114
791,13,317,2,,43
792,46,317,2,,2
793,9,318,3,,36
794,30,318,1,,131
795,75,318,5,2,60
796,12,319,5,,137
797,71,319,4,,2
798,31,320,5,,88
799,40,320,3,,107
800,49,320,5,,143
801,41,321,1,,11
802,75,321,3,2,60
803,40,322,5,,107
804,54,322,8,,108
805,75,322,2,2,60
806,68,323,5,,8
807,75,323,5,2,60
808,12,324,1,,137
809,65,324,4,,91
810,75,324,3,2,60
811,2,325,1,,100
812,75,325,1,2,60
813,38,326,1,,59
814,63,326,1,,106
815,75,326,3,2,60
816,54,327,4,,108
817,75,327,4,2,60
818,11,328,3,,70
819,34,328,4,,121
820,75,328,4,2,60
821,58,329,5,,142
822,75,329,2,2,60
823,18,330,4,,84
824,67,330,2,,92
825,75,330,2,2,60
826,42,331,4,,8
827,75,331,2,2,60
828,44,332,4,,43
829,56,332,3,,4
830,75,332,2,2,60
831,28,333,3,,75
832,75,333,10,2,60
833,14,334,1,,17
834,64,334,1,,21
835,75,334,1,2,60
836,64,335,3,,21
837,75,335,5,2,60
838,62,336,4,,41
839,63,336,1,,106
840,75,336,5,2,60
841,2,337,5,,100
842,75,337,2,2,60
843,21,338,2,,138
844,52,338,1,,84
845,75,338,5,2,60
846,62,339,3,,41
847,75,339,3,2,60
848,23,340,9,,137
849,58,340,5,,142
850,75,340,2,2,60
851,72,341,5,,49
852,75,341,2,2,60
853,21,342,2,,138
854,33,342,5,,89
855,75,342,2,2,60
856,22,343,1,,2
857,75,343,1,2,60
858,9,344,5,,36
859,65,344,5,,91
860,75,344,5,2,60
861,33,345,3,,89
862,75,345,5,2,60
863,50,346,6,,97
864,61,346,1,,85
865,75,346,4,2,60
866,27,347,2,,19
867,75,347,2,2,60
868,63,348,10,,106
869,74,348,4,,114
870,75,348,4,2,60
871,66,349,2,,31
872,75,349,5,2,60
873,33,350,3,,89
874,43,350,10,,144
875,75,350,3,2,60
876,42,351,4,,8
877,75,351,2,2,60
878,72,352,4,,49
879,74,352,2,,114
880,75,352,1,2,60
881,35,353,6,,21
882,75,353,7,2,60
883,11,354,5,,70
884,15,354,5,,111
885,75,354,5,2,60
886,71,355,2,,2
887,75,355,3,2,60
888,31,356,2,,88
889,33,356,1,,89
890,75,356,3,2,60
891,64,357,10,,21
892,75,357,6,2,60
893,20,358,4,,88
894,27,358,5,,19
895,75,358,2,2,60
896,53,359,4,,131
897,75,359,1,2,60
898,3,360,7,,89
899,25,360,2,,7
900,75,360,1,2,60
901,27,361,1,,19
902,30,361,5,,131
903,2,362,3,,100
904,9,362,10,,36
905,75,362,1,2,60
906,8,363,2,,117
907,75,363,8,2,60
908,20,364,1,,88
909,21,364,1,,138
910,75,364,7,2,60
911,22,365,5,,2
912,31,365,5,,88
913,6,366,4,,35
914,42,366,1,,8
915,69,366,4,,28
916,1,367,3,,75
917,4,367,3,,84
918,22,368,4,,2
919,27,368,3,,19
920,42,368,1,,8
921,9,369,10,,36
922,38,369,2,,59
923,13,370,1,,43
924,38,370,4,,59
925,44,370,3,,43
926,43,371,2,,144
927,60,371,10,,97
928,2,372,4,,100
929,4,372,4,,84
930,13,372,1,,43
931,18,373,1,,84
932,63,373,2,,106
933,12,374,1,,137
934,66,374,3,,31
935,77,374,2,,123
936,28,375,10,,75
937,38,375,4,,59
938,1,376,4,,75
939,38,376,2,,59
940,67,376,5,,92
941,68,377,2,,8
942,71,377,1,,2
943,8,378,3,,117
944,51,378,3,,3
945,53,378,10,,131
946,15,379,3,,111
947,34,379,2,,121
948,16,380,2,,106
949,25,380,1,,7
950,75,380,5,,60
951,11,381,4,,70
952,76,381,1,,11
953,3,382,5,,89
954,41,382,2,,11
955,77,382,3,,123
956,47,383,3,,108
957,60,383,2,,97
958,46,384,2,,2
959,57,384,2,,3
960,74,384,5,,114
961,15,385,4,,111
962,75,385,5,,60
963,20,386,4,,88
964,37,386,1,,91
965,42,386,3,,8
966,5,387,1,,54
967,9,387,4,,36
968,21,388,2,,138
969,34,388,3,,121
970,72,388,4,,49
971,11,389,5,,70
972,35,389,1,,21
973,13,390,9,,43
974,54,390,5,,108
975,69,390,1,,28
976,2,391,1,,100
977,20,391,5,,88
978,20,392,4,,88
979,54,392,2,,108
980,68,392,3,,8
981,6,393,1,,35
982,38,393,5,,59
983,39,394,3,,128
984,49,394,3,,143
985,67,394,3,,92
986,18,395,2,,84
987,57,395,4,,3
988,17,396,3,,120
989,29,396,7,,7
990,50,396,1,,97
991,31,397,2,,88
992,61,397,3,,85
993,34,398,9,,121
994,39,398,5,,128
995,61,398,3,,85
996,38,399,2,,59
997,71,399,4,,2
998,14,400,2,,17
999,17,400,1,,120
1000,19,400,3,,16
1001,7,401,3,,108
1002,38,401,3,,59
1003,46,402,1,,2
1004,52,402,2,,84
1005,57,402,3,,3
1006,30,403,4,,131
1007,52,403,10,,84
1008,9,404,2,,36
1009,35,404,4,,21
1010,63,404,2,,106
1011,4,405,2,,84
1012,63,405,4,,106
1013,2,406,5,,100
1014,23,406,1,,137
1015,63,406,2,,106
1016,30,407,4,,131
1017,31,407,4,,88
1018,15,408,4,,111
1019,19,408,4,,16
1020,35,408,4,,21
1021,9,409,2,,36
1022,16,409,1,,106
1023,39,410,2,,128
1024,53,410,5,,131
1025,69,410,1,,28
1026,39,411,2,,128
1027,57,411,3,,3
1028,4,412,5,,84
1029,6,412,3,,35
1030,19,412,3,,16
1031,43,413,2,,144
1032,69,413,1,,28
1033,20,414,2,,88
1034,28,414,5,,75
1035,49,414,3,,143
1036,21,415,8,,138
1037,51,415,4,,3
1038,17,416,8,,120
1039,38,416,4,,59
1040,77,416,1,,123
1041,10,417,3,,4
1042,63,417,3,,106
1043,44,418,2,,43
1044,48,418,5,,66
1045,61,418,5,,85
1046,38,419,2,,59
1047,56,419,1,,4
1048,10,420,4,,4
1049,46,420,4,,2
1050,57,420,1,,3
1051,22,421,5,,2
1052,29,421,3,,7
1053,1,422,2,,75
1054,52,422,9,,84
1055,56,422,4,,4
1056,24,423,6,,6
1057,67,423,1,,92
1058,19,424,4,,16
1059,25,424,4,,7
1060,60,424,5,,97
1061,32,425,3,,136
1062,55,425,3,,143
1063,1,426,4,,75
1064,11,426,3,,70
1065,13,426,4,,43
1066,23,427,2,,137
1067,61,427,5,,85
1068,50,428,8,,97
1069,55,428,4,,143
1070,59,428,2,,101
1071,12,429,2,,137
1072,30,429,4,,131
1073,4,430,4,,84
1074,10,430,3,,4
1075,26,430,6,,15
1076,45,431,3,,117
1077,55,431,3,,143
1078,16,432,5,,106
1079,29,432,2,,7
1080,71,432,3,,2
1081,19,433,3,,16
1082,46,433,1,,2
1083,14,434,1,,17
1084,27,434,4,,19
1085,65,434,4,,91
1086,12,435,5,,137
1087,67,435,5,,92
1088,2,436,5,,100
1089,23,436,5,,137
1090,54,436,1,,108
1091,37,437,2,,91
1092,58,437,5,,142
1093,2,438,1,,100
1094,19,438,2,,16
1095,40,438,4,,107
1096,42,439,1,,8
1097,74,439,1,,114
1098,29,440,5,,7
1099,37,440,5,,91
1100,59,440,4,,101
1101,34,441,5,,121
1102,68,441,4,,8
1103,38,442,1,,59
1104,56,442,2,,4
1105,71,442,1,,2
1106,48,443,5,,66
1107,67,443,10,,92
1108,35,444,1,,21
1109,60,444,4,,97
1110,64,444,2,,21
1111,56,445,5,,4
1112,61,445,2,,85
1113,45,446,5,,117
1114,54,446,3,,108
1115,64,446,4,,21
1116,5,447,2,,54
1117,21,447,9,,138
1118,23,448,5,,137
1119,33,448,3,,89
1120,74,448,4,,114
1121,59,449,3,,101
1122,76,449,2,,11
1123,6,450,1,,35
1124,37,450,4,,91
1125,73,450,3,,13
1126,17,451,5,,120
1127,76,451,4,,11
1128,9,452,1,,36
1129,48,452,2,,66
1130,61,452,1,,85
1131,1,453,3,,75
1132,21,453,1,,138
1133,28,454,3,,75
1134,32,454,2,,136
1135,53,454,5,,131
1136,27,455,7,,19
1137,62,455,4,,41
1138,21,456,3,,138
1139,40,456,3,,107
1140,48,456,3,,66
1141,58,457,2,,142
1142,61,457,2,,85
1143,15,458,1,,111
1144,22,458,8,,2
1145,36,458,3,,65
1146,25,459,5,,7
1147,33,459,5,,89
1148,26,460,2,,15
1149,48,460,2,,66
1150,70,460,2,,21
1151,18,461,3,3,84
1152,75,461,5,,60
1153,12,462,4,,137
1154,18,462,3,3,84
1155,68,462,5,,8
1156,18,463,1,3,84
1157,27,463,4,,19
1158,18,464,5,3,84
1159,38,464,2,,59
1160,53,464,2,,131
1161,44,465,5,,43
1162,76,465,3,,11
1163,18,466,4,3,84
1164,50,466,1,,97
1165,65,466,5,,91
1166,17,467,3,,120
1167,18,467,9,3,84
1168,4,468,1,,84
1169,13,468,3,,43
1170,18,468,4,3,84
1171,18,469,10,3,84
1172,51,469,3,,3
1173,18,470,3,3,84
1174,27,470,1,,19
1175,35,470,3,,21
1176,18,471,4,3,84
1177,24,471,5,,6
1178,18,472,4,3,84
1179,26,472,4,,15
1180,52,472,1,,84
1181,18,473,3,3,84
1182,61,473,3,,85
1183,18,474,3,3,84
1184,31,474,4,,88
1185,40,474,2,,107
1186,18,475,5,3,84
1187,24,475,2,,6
1188,12,476,7,,137
1189,18,476,10,3,84
1190,27,476,1,,19
1191,17,477,2,,120
1192,18,477,4,3,84
1193,18,478,3,3,84
1194,37,478,2,,91
1195,43,478,8,,144
1196,18,479,5,3,84
1197,47,479,9,,108
1198,18,480,5,3,84
1199,27,480,1,,19
1200,33,480,2,,89
1201,18,481,4,3,84
1202,67,481,6,,92
1203,15,482,3,,111
1204,18,482,2,3,84
1205,52,482,1,,84
1206,10,483,5,,4
1207,18,483,3,3,84
1208,18,484,4,3,84
1209,37,484,10,,91
1210,53,484,1,,131
1211,18,485,5,3,84
1212,60,485,3,,97
1213,18,486,5,3,84
1214,61,486,5,,85
1215,76,486,3,,11
1216,18,487,5,3,84
1217,38,487,1,,59
1218,10,488,3,,4
1219,18,488,3,3,84
1220,43,488,4,,144
1221,18,489,3,3,84
1222,24,489,2,,6
1223,18,490,4,3,84
1224,40,490,1,,107
1225,54,490,5,,108
1226,2,491,2,,100
1227,18,491,5,3,84
1228,18,492,5,3,84
1229,52,492,3,,84
1230,67,492,4,,92
1231,18,493,2,3,84
1232,58,493,10,,142
1233,18,494,3,3,84
