visit_id,customer_id,lead_id,branch_id,entring,leaving,purchased
137,,6,100,3/7/2021 14:34:15,1/1/1900 16:36:15,FALSE
138,41,,100,3/7/2021 16:01:15,1/1/1900 16:52:15,FALSE
139,56,,100,3/7/2021 16:28:02,1/1/1900 20:03:02,TRUE
140,5,,100,3/7/2021 22:28:28,1/1/1900 01:43:28,TRUE
141,3,,100,3/8/2021 02:15:11,1/1/1900 05:47:11,TRUE
142,57,,100,3/8/2021 05:16:49,1/1/1900 06:38:49,TRUE
143,58,,100,3/8/2021 06:02:35,1/1/1900 09:08:35,FALSE
144,30,,100,3/8/2021 12:04:28,1/1/1900 13:29:28,FALSE
145,59,,100,3/8/2021 22:25:30,1/1/1900 00:43:30,FALSE
146,33,,100,3/8/2021 22:42:59,1/1/1900 00:54:59,FALSE
147,50,,100,3/9/2021 03:50:31,1/1/1900 04:34:31,TRUE
148,43,,100,3/9/2021 08:35:27,1/1/1900 09:28:27,TRUE
149,43,,100,3/9/2021 09:17:18,1/1/1900 12:06:18,FALSE
150,60,,100,3/9/2021 14:48:06,1/1/1900 16:12:06,TRUE
151,61,,100,3/10/2021 07:22:36,1/1/1900 07:59:36,FALSE
152,62,,100,3/10/2021 11:12:19,1/1/1900 12:57:19,TRUE
153,13,,100,3/10/2021 12:33:36,1/1/1900 16:02:36,TRUE
154,,15,100,3/10/2021 13:59:47,1/1/1900 15:56:47,FALSE
155,12,,100,3/10/2021 20:42:32,1/1/1900 21:53:32,FALSE
156,,15,100,3/10/2021 21:33:30,1/1/1900 23:22:30,FALSE
157,,15,100,3/10/2021 23:04:20,1/1/1900 02:16:20,FALSE
158,16,,100,3/11/2021 09:21:32,1/1/1900 11:34:32,FALSE
159,48,,100,3/11/2021 09:29:30,1/1/1900 10:47:30,FALSE
160,63,,100,3/11/2021 13:15:22,1/1/1900 17:13:22,FALSE
161,,16,100,3/12/2021 00:40:50,1/1/1900 03:06:50,FALSE
162,,6,100,3/12/2021 09:03:54,1/1/1900 10:00:54,FALSE
163,37,,100,3/12/2021 12:04:34,1/1/1900 14:33:34,FALSE
164,2,,100,3/12/2021 12:24:30,1/1/1900 16:15:30,FALSE
165,20,,100,3/12/2021 13:31:23,1/1/1900 16:49:23,FALSE
166,48,,100,3/12/2021 18:00:11,1/1/1900 21:06:11,FALSE
167,64,,100,3/12/2021 22:18:05,1/1/1900 02:16:05,TRUE
168,65,,100,3/13/2021 01:04:41,1/1/1900 01:48:41,FALSE
169,33,,100,3/13/2021 08:01:03,1/1/1900 11:12:03,FALSE
170,16,,100,3/13/2021 09:22:45,1/1/1900 10:35:45,FALSE
171,66,,100,3/13/2021 12:57:49,1/1/1900 14:10:49,FALSE
172,54,,100,3/13/2021 13:06:21,1/1/1900 14:17:21,TRUE
173,67,,100,3/13/2021 18:03:28,1/1/1900 19:18:28,TRUE
174,10,,100,3/15/2021 02:30:41,1/1/1900 03:20:41,TRUE
175,41,,100,3/15/2021 14:37:59,1/1/1900 18:10:59,TRUE
176,61,,100,3/15/2021 18:56:27,1/1/1900 21:31:27,TRUE
177,62,,100,3/15/2021 21:31:45,1/1/1900 22:43:45,TRUE
178,68,,100,3/15/2021 23:32:06,1/1/1900 00:14:06,TRUE
179,10,,100,3/16/2021 02:24:27,1/1/1900 05:10:27,FALSE
180,48,,100,3/16/2021 02:46:17,1/1/1900 04:43:17,TRUE
181,69,,100,3/16/2021 03:25:19,1/1/1900 03:58:19,TRUE
182,7,,100,3/16/2021 05:36:50,1/1/1900 07:21:50,FALSE
183,59,,100,3/16/2021 14:42:41,1/1/1900 17:22:41,FALSE
184,70,,100,3/16/2021 23:53:38,1/1/1900 03:40:38,FALSE
185,71,,100,3/17/2021 03:35:54,1/1/1900 05:29:54,TRUE
186,72,,100,3/17/2021 07:22:37,1/1/1900 10:44:37,TRUE
187,63,,100,3/17/2021 08:31:50,1/1/1900 12:24:50,TRUE
188,15,,100,3/17/2021 09:30:58,1/1/1900 11:34:58,TRUE
189,29,,100,3/17/2021 14:15:08,1/1/1900 18:00:08,TRUE
190,39,,100,3/17/2021 19:14:39,1/1/1900 20:49:39,FALSE
191,73,,100,3/17/2021 22:04:34,1/1/1900 01:59:34,TRUE
192,72,,100,3/18/2021 13:51:30,1/1/1900 16:07:30,FALSE
193,74,,100,3/19/2021 01:45:21,1/1/1900 03:33:21,TRUE
194,73,,100,3/19/2021 18:27:14,1/1/1900 22:04:14,FALSE
195,11,,100,3/19/2021 18:34:58,1/1/1900 21:29:58,TRUE
196,,20,100,3/20/2021 01:19:40,1/1/1900 03:41:40,FALSE
197,75,,100,3/20/2021 03:04:08,1/1/1900 05:43:08,TRUE
198,51,,100,3/20/2021 05:14:55,1/1/1900 07:12:55,TRUE
199,76,,100,3/20/2021 14:49:16,1/1/1900 17:11:16,FALSE
200,77,,100,3/20/2021 15:21:38,1/1/1900 17:54:38,FALSE
201,78,,100,3/20/2021 16:30:34,1/1/1900 18:58:34,TRUE
202,79,,100,3/20/2021 18:18:59,1/1/1900 22:12:59,FALSE
203,,21,100,3/21/2021 03:31:51,1/1/1900 05:34:51,FALSE
204,69,,100,3/21/2021 05:14:58,1/1/1900 07:45:58,FALSE
205,30,,100,3/21/2021 07:15:54,1/1/1900 08:58:54,TRUE
206,79,,100,3/21/2021 11:12:36,1/1/1900 14:45:36,TRUE
207,,20,100,3/21/2021 11:36:21,1/1/1900 12:38:21,FALSE
208,52,,100,3/21/2021 14:54:54,1/1/1900 16:56:54,TRUE
209,53,,100,3/21/2021 20:01:28,1/1/1900 23:31:28,FALSE
210,80,,100,3/21/2021 21:01:50,1/1/1900 00:46:50,FALSE
211,48,,100,3/22/2021 04:07:48,1/1/1900 06:08:48,TRUE
212,81,,100,3/22/2021 09:26:32,1/1/1900 12:32:32,FALSE
213,82,,100,3/22/2021 12:36:35,1/1/1900 14:54:35,FALSE
214,83,,100,3/22/2021 15:14:59,1/1/1900 18:41:59,TRUE
215,76,,100,3/22/2021 21:26:22,1/1/1900 23:34:22,TRUE
216,81,,100,3/22/2021 23:45:36,1/1/1900 03:28:36,FALSE
217,,21,100,3/23/2021 14:29:43,1/1/1900 17:21:43,FALSE
218,19,,100,3/23/2021 21:33:59,1/1/1900 00:52:59,FALSE
219,17,,100,3/25/2021 03:04:45,1/1/1900 03:49:45,FALSE
220,71,,100,3/25/2021 03:05:18,1/1/1900 05:54:18,FALSE
221,84,,100,3/25/2021 04:12:13,1/1/1900 07:30:13,TRUE
222,16,,100,3/25/2021 16:18:17,1/1/1900 19:13:17,TRUE
223,77,,100,3/25/2021 16:28:54,1/1/1900 18:39:54,FALSE
224,,21,100,3/26/2021 01:03:44,1/1/1900 03:20:44,FALSE
225,80,,100,3/26/2021 06:27:29,1/1/1900 08:17:29,TRUE
226,,21,100,3/26/2021 09:02:24,1/1/1900 12:15:24,FALSE
227,31,,100,3/26/2021 09:17:17,1/1/1900 11:23:17,FALSE
228,85,,100,3/26/2021 14:20:59,1/1/1900 17:19:59,FALSE
229,86,,100,3/26/2021 18:09:12,1/1/1900 21:39:12,FALSE
230,,21,100,3/26/2021 18:51:52,1/1/1900 19:28:52,FALSE
231,87,,100,3/27/2021 01:29:47,1/1/1900 04:57:47,TRUE
232,88,,100,3/27/2021 05:37:10,1/1/1900 09:34:10,TRUE
233,73,,100,3/27/2021 10:00:33,1/1/1900 11:09:33,FALSE
234,4,,100,3/27/2021 11:23:35,1/1/1900 14:55:35,FALSE
235,60,,100,3/27/2021 11:42:38,1/1/1900 12:14:38,FALSE
236,,21,100,3/27/2021 14:01:48,1/1/1900 16:29:48,FALSE
237,89,,100,3/27/2021 15:10:26,1/1/1900 17:48:26,TRUE
238,13,,100,3/27/2021 17:59:56,1/1/1900 19:41:56,FALSE
239,13,,100,3/27/2021 21:26:08,1/1/1900 22:05:08,TRUE
240,90,,100,3/28/2021 00:40:32,1/1/1900 03:13:32,TRUE
241,91,,100,3/28/2021 03:33:28,1/1/1900 04:33:28,TRUE
242,51,,100,3/28/2021 04:48:50,1/1/1900 05:41:50,FALSE
243,10,,100,3/28/2021 12:12:05,1/1/1900 14:06:05,TRUE
244,5,,100,3/28/2021 12:20:41,1/1/1900 15:05:41,TRUE
245,92,,100,3/28/2021 14:09:19,1/1/1900 16:27:19,FALSE
246,93,,100,3/28/2021 14:09:38,1/1/1900 18:07:38,TRUE
247,89,,100,3/28/2021 16:16:19,1/1/1900 17:53:19,TRUE
248,94,,100,3/28/2021 19:22:41,1/1/1900 21:53:41,FALSE
249,40,,100,3/28/2021 23:29:55,1/1/1900 01:35:55,FALSE
250,66,,100,3/29/2021 00:03:33,1/1/1900 03:11:33,TRUE
251,95,,100,3/29/2021 12:36:01,1/1/1900 14:19:01,FALSE
252,96,,100,3/29/2021 20:44:10,1/1/1900 23:38:10,TRUE
253,25,,100,3/30/2021 02:31:05,1/1/1900 04:39:05,FALSE
254,57,,100,3/30/2021 05:20:38,1/1/1900 08:41:38,TRUE
255,13,,100,3/30/2021 05:42:16,1/1/1900 06:36:16,FALSE
256,52,,100,3/30/2021 08:36:25,1/1/1900 10:37:25,TRUE
257,63,,100,3/30/2021 16:40:15,1/1/1900 19:13:15,TRUE
258,5,,100,3/30/2021 22:10:44,1/1/1900 01:01:44,FALSE
259,67,,100,3/31/2021 03:55:40,1/1/1900 05:32:40,FALSE
260,,25,100,3/31/2021 04:10:34,1/1/1900 05:22:34,FALSE
261,86,,100,3/31/2021 05:13:42,1/1/1900 06:34:42,FALSE
262,9,,100,3/31/2021 09:27:05,1/1/1900 11:29:05,FALSE
263,71,,100,3/31/2021 11:53:08,1/1/1900 14:22:08,FALSE
264,58,,100,3/31/2021 15:59:31,1/1/1900 17:54:31,TRUE
265,97,,100,4/1/2021 04:54:16,1/1/1900 08:40:16,TRUE
266,81,,100,4/1/2021 07:04:47,1/1/1900 10:03:47,TRUE
267,71,,100,4/1/2021 09:29:44,1/1/1900 12:25:44,TRUE
268,98,,100,4/1/2021 09:54:41,1/1/1900 13:44:41,TRUE
269,,25,100,4/1/2021 09:56:29,1/1/1900 13:06:29,FALSE
270,85,,100,4/1/2021 10:06:29,1/1/1900 13:28:29,TRUE
271,4,,100,4/1/2021 15:39:43,1/1/1900 17:59:43,TRUE
272,27,,100,4/1/2021 16:42:57,1/1/1900 20:02:57,FALSE
273,99,,100,4/1/2021 18:25:32,1/1/1900 22:04:32,FALSE
274,,27,100,4/2/2021 14:16:05,1/1/1900 15:59:05,FALSE
275,100,,100,4/2/2021 14:29:19,1/1/1900 15:12:19,FALSE
276,37,,100,4/2/2021 22:13:56,1/1/1900 00:39:56,FALSE
277,49,,100,4/3/2021 00:23:17,1/1/1900 02:57:17,FALSE
278,101,,100,4/3/2021 06:40:26,1/1/1900 07:29:26,FALSE
279,102,,100,4/3/2021 07:47:43,1/1/1900 10:12:43,FALSE
280,69,,100,4/3/2021 12:31:09,1/1/1900 14:25:09,TRUE
281,53,,100,4/3/2021 20:37:02,1/1/1900 23:28:02,TRUE
282,,25,100,4/3/2021 20:56:11,1/1/1900 22:57:11,FALSE
283,103,,100,4/4/2021 00:55:29,1/1/1900 03:53:29,FALSE
284,,28,100,4/4/2021 04:24:05,1/1/1900 05:36:05,FALSE
285,104,,100,4/4/2021 11:43:10,1/1/1900 15:18:10,FALSE
286,26,,100,4/4/2021 13:58:39,1/1/1900 16:46:39,FALSE
287,105,,100,4/4/2021 18:42:41,1/1/1900 20:51:41,TRUE
288,8,,100,4/5/2021 11:53:47,1/1/1900 14:11:47,TRUE
289,106,,100,4/5/2021 14:38:06,1/1/1900 15:32:06,TRUE
290,95,,100,4/5/2021 15:14:52,1/1/1900 16:27:52,TRUE
291,,27,100,4/5/2021 16:27:11,1/1/1900 17:20:11,FALSE
292,78,,100,4/6/2021 03:53:50,1/1/1900 04:59:50,TRUE
293,,29,100,4/6/2021 14:00:12,1/1/1900 17:10:12,FALSE
294,107,,100,4/6/2021 21:25:48,1/1/1900 22:15:48,TRUE
295,17,,100,4/7/2021 00:02:25,1/1/1900 03:57:25,TRUE
296,108,,100,4/7/2021 01:48:24,1/1/1900 03:50:24,FALSE
297,,27,100,4/7/2021 03:42:59,1/1/1900 07:20:59,FALSE
298,,29,100,4/7/2021 07:36:39,1/1/1900 10:42:39,FALSE
299,102,,100,4/7/2021 11:07:44,1/1/1900 11:50:44,FALSE
300,39,,100,4/7/2021 13:43:48,1/1/1900 17:25:48,TRUE
301,,30,100,4/7/2021 15:07:03,1/1/1900 16:43:03,FALSE
302,64,,100,4/7/2021 22:43:34,1/1/1900 00:56:34,TRUE
303,63,,100,4/8/2021 01:44:29,1/1/1900 04:29:29,FALSE
304,85,,100,4/8/2021 05:50:38,1/1/1900 08:46:38,FALSE
305,82,,100,4/8/2021 15:25:02,1/1/1900 17:04:02,TRUE
306,109,,100,4/8/2021 18:03:29,1/1/1900 19:56:29,FALSE
307,110,,100,4/8/2021 21:27:47,1/1/1900 22:36:47,TRUE
308,73,,100,4/9/2021 18:52:33,1/1/1900 22:29:33,FALSE
309,28,,100,4/9/2021 19:13:22,1/1/1900 21:42:22,FALSE
310,93,,100,4/9/2021 23:12:22,1/1/1900 02:39:22,TRUE
311,6,,100,4/10/2021 01:14:04,1/1/1900 03:09:04,FALSE
312,102,,100,4/10/2021 08:18:15,1/1/1900 08:51:15,FALSE
313,100,,100,4/10/2021 11:31:22,1/1/1900 14:07:22,TRUE
314,111,,100,4/10/2021 18:55:35,1/1/1900 20:31:35,TRUE
315,11,,100,4/10/2021 20:56:33,1/1/1900 22:05:33,TRUE
316,96,,100,4/10/2021 22:33:52,1/1/1900 02:03:52,TRUE
317,,30,100,4/11/2021 02:01:08,1/1/1900 05:48:08,FALSE
318,112,,100,4/11/2021 04:11:46,1/1/1900 06:41:46,TRUE
319,71,,100,4/11/2021 09:13:15,1/1/1900 10:13:15,TRUE
320,113,,100,4/11/2021 13:55:26,1/1/1900 16:27:26,TRUE
321,,29,100,4/11/2021 17:44:13,1/1/1900 20:21:13,FALSE
322,26,,100,4/11/2021 19:09:11,1/1/1900 22:17:11,TRUE
323,92,,100,4/12/2021 06:56:00,1/1/1900 08:59:00,TRUE
324,44,,100,4/12/2021 08:48:09,1/1/1900 12:23:09,FALSE
325,114,,100,4/13/2021 03:45:45,1/1/1900 05:35:45,TRUE
326,22,,100,4/13/2021 15:06:56,1/1/1900 17:40:56,FALSE
327,115,,100,4/13/2021 19:42:11,1/1/1900 23:15:11,FALSE
328,,34,100,4/13/2021 21:04:58,1/1/1900 22:13:58,FALSE
329,116,,100,4/14/2021 03:55:52,1/1/1900 04:37:52,TRUE
330,35,,100,4/14/2021 06:43:22,1/1/1900 09:43:22,FALSE
331,117,,100,4/14/2021 09:45:33,1/1/1900 11:50:33,FALSE
332,118,,100,4/14/2021 15:23:37,1/1/1900 18:28:37,FALSE
333,86,,100,4/14/2021 17:14:13,1/1/1900 18:37:13,FALSE
334,83,,100,4/14/2021 18:04:54,1/1/1900 20:19:54,TRUE
335,44,,100,4/14/2021 19:28:56,1/1/1900 21:01:56,TRUE
336,119,,100,4/14/2021 22:12:06,1/1/1900 23:05:06,TRUE
337,71,,100,4/15/2021 01:58:03,1/1/1900 05:20:03,TRUE
338,120,,100,4/15/2021 02:47:56,1/1/1900 05:02:56,TRUE
339,20,,100,4/15/2021 05:16:01,1/1/1900 07:16:01,TRUE
340,121,,100,4/15/2021 08:47:45,1/1/1900 09:59:45,FALSE
341,119,,100,4/15/2021 14:45:35,1/1/1900 17:42:35,TRUE
342,61,,100,4/15/2021 21:49:24,1/1/1900 23:00:24,FALSE
343,39,,100,4/15/2021 21:51:21,1/1/1900 01:28:21,FALSE
344,106,,100,4/16/2021 06:05:24,1/1/1900 10:00:24,TRUE
345,15,,100,4/16/2021 11:19:37,1/1/1900 13:16:37,TRUE
346,122,,100,4/16/2021 15:43:10,1/1/1900 18:40:10,FALSE
347,70,,100,4/16/2021 16:06:32,1/1/1900 16:56:32,TRUE
348,123,,100,4/16/2021 19:10:19,1/1/1900 21:33:19,TRUE
349,124,,100,4/16/2021 19:49:46,1/1/1900 20:36:46,TRUE
350,125,,100,4/17/2021 02:34:09,1/1/1900 05:33:09,FALSE
351,107,,100,4/17/2021 14:03:17,1/1/1900 16:40:17,TRUE
352,33,,100,4/17/2021 22:06:30,1/1/1900 00:37:30,FALSE
353,126,,100,4/18/2021 07:09:30,1/1/1900 10:25:30,TRUE
354,71,,100,4/18/2021 08:30:38,1/1/1900 12:17:38,TRUE
355,127,,100,4/18/2021 14:11:26,1/1/1900 17:36:26,TRUE
356,128,,100,4/18/2021 15:42:30,1/1/1900 18:47:30,TRUE
357,129,,100,4/18/2021 18:21:40,1/1/1900 21:34:40,FALSE
358,42,,100,4/18/2021 18:47:57,1/1/1900 21:58:57,TRUE
359,,36,100,4/18/2021 23:02:44,1/1/1900 01:41:44,FALSE
360,75,,100,4/19/2021 03:20:52,1/1/1900 06:41:52,FALSE
361,124,,100,4/19/2021 07:28:40,1/1/1900 10:42:40,TRUE
362,14,,100,4/19/2021 09:35:08,1/1/1900 11:08:08,FALSE
363,32,,100,4/19/2021 13:21:08,1/1/1900 16:15:08,FALSE
364,68,,100,4/19/2021 20:54:58,1/1/1900 21:34:58,TRUE
365,130,,100,4/19/2021 23:22:02,1/1/1900 02:18:02,FALSE
366,76,,100,4/20/2021 00:13:21,1/1/1900 02:39:21,FALSE
