visit_id,customer_id,lead_id,branch_id,entring_datetime,leaving_datetime,purchased
98,30,,100,3/17/2021 07:26:58,3/17/2021 09:07:58,TRUE
99,16,,100,3/17/2021 20:50:45,3/17/2021 21:45:45,TRUE
100,14,,100,3/18/2021 14:59:22,3/18/2021 16:59:22,FALSE
101,25,,100,3/18/2021 17:21:02,3/18/2021 18:10:02,FALSE
102,6,,100,3/19/2021 00:18:34,3/19/2021 03:31:34,FALSE
103,17,,100,3/19/2021 02:54:12,3/19/2021 06:12:12,TRUE
104,15,,100,3/19/2021 10:03:23,3/19/2021 11:59:23,FALSE
105,26,,100,3/19/2021 11:27:24,3/19/2021 12:48:24,TRUE
106,16,,100,3/19/2021 14:58:01,3/19/2021 16:27:01,TRUE
107,28,,100,3/19/2021 19:53:18,3/19/2021 20:55:18,FALSE
108,33,,100,3/19/2021 22:22:22,3/19/2021 23:49:22,FALSE
109,25,,100,3/19/2021 22:30:57,3/19/2021 00:47:57,TRUE
110,1,,100,3/20/2021 00:14:23,3/20/2021 02:44:23,FALSE
111,6,,100,3/20/2021 06:55:54,3/20/2021 07:46:54,FALSE
112,26,,100,3/20/2021 06:58:30,3/20/2021 07:39:30,FALSE
113,19,,100,3/21/2021 07:25:05,3/21/2021 08:14:05,TRUE
114,11,,100,3/21/2021 08:17:44,3/21/2021 08:59:44,FALSE
115,2,,100,3/22/2021 00:57:59,3/22/2021 04:53:59,TRUE
116,16,,100,3/22/2021 16:22:48,3/22/2021 19:16:48,TRUE
117,18,,100,3/22/2021 23:52:29,3/22/2021 01:51:29,FALSE
118,14,,100,3/23/2021 03:24:23,3/23/2021 06:48:23,FALSE
119,37,,100,3/23/2021 19:31:10,3/23/2021 21:03:10,TRUE
120,17,,100,3/24/2021 05:34:21,3/24/2021 06:55:21,TRUE
121,21,,100,3/24/2021 17:58:22,3/24/2021 20:53:22,TRUE
122,35,,100,3/25/2021 20:28:11,3/25/2021 21:26:11,TRUE
123,22,,100,3/25/2021 22:07:07,3/25/2021 23:36:07,TRUE
124,11,,100,3/26/2021 03:21:33,3/26/2021 04:37:33,TRUE
125,36,,100,3/27/2021 03:23:04,3/27/2021 05:38:04,FALSE
126,18,,100,3/27/2021 18:04:19,3/27/2021 19:11:19,FALSE
127,20,,100,3/28/2021 02:41:05,3/28/2021 04:57:05,TRUE
128,23,,100,3/28/2021 08:14:32,3/28/2021 11:58:32,TRUE
129,11,,100,3/28/2021 08:32:31,3/28/2021 11:14:31,FALSE
130,38,,100,3/28/2021 18:55:04,3/28/2021 20:23:04,FALSE
131,16,,100,3/28/2021 21:58:58,3/28/2021 01:48:58,TRUE
132,7,,100,3/29/2021 02:41:35,3/29/2021 03:37:35,FALSE
133,28,,100,3/30/2021 01:56:19,3/30/2021 04:08:19,TRUE
134,44,,100,3/30/2021 02:32:41,3/30/2021 04:23:41,FALSE
135,36,,100,3/31/2021 00:33:04,3/31/2021 02:07:04,FALSE
136,9,,100,3/31/2021 02:06:48,3/31/2021 02:56:48,TRUE
137,9,,100,3/31/2021 04:50:02,3/31/2021 07:45:02,TRUE
138,10,,100,3/31/2021 10:27:22,3/31/2021 11:49:22,TRUE
139,36,,100,3/31/2021 11:05:47,3/31/2021 13:14:47,FALSE
140,28,,100,3/31/2021 20:49:33,3/31/2021 00:31:33,FALSE
141,13,,100,3/31/2021 23:48:48,3/31/2021 02:53:48,FALSE
142,23,,100,4/1/2021 05:29:47,4/1/2021 06:58:47,FALSE
143,40,,100,4/1/2021 23:24:15,4/1/2021 03:05:15,TRUE
144,23,,100,4/2/2021 10:18:18,4/2/2021 12:11:18,FALSE
145,7,,100,4/2/2021 16:58:59,4/2/2021 17:36:59,FALSE
146,1,,100,4/3/2021 14:41:14,4/3/2021 18:09:14,FALSE
147,20,,100,4/3/2021 15:05:34,4/3/2021 18:20:34,FALSE
148,15,,100,4/3/2021 16:26:49,4/3/2021 17:56:49,TRUE
149,33,,100,4/3/2021 18:52:16,4/3/2021 20:27:16,FALSE
150,11,,100,4/3/2021 21:01:11,4/3/2021 22:49:11,TRUE
151,22,,100,4/4/2021 10:52:59,4/4/2021 13:38:59,FALSE
152,4,,100,4/4/2021 13:04:51,4/4/2021 15:36:51,TRUE
153,27,,100,4/4/2021 14:11:54,4/4/2021 14:42:54,FALSE
154,43,,100,4/5/2021 05:00:04,4/5/2021 06:43:04,FALSE
155,40,,100,4/5/2021 05:20:03,4/5/2021 08:18:03,TRUE
156,39,,100,4/5/2021 05:52:49,4/5/2021 09:37:49,TRUE
157,49,,100,4/5/2021 10:10:07,4/5/2021 13:18:07,FALSE
158,18,,100,4/5/2021 18:06:18,4/5/2021 19:41:18,FALSE
159,32,,100,4/5/2021 22:30:34,4/5/2021 01:41:34,FALSE
160,17,,100,4/6/2021 03:17:04,4/6/2021 05:12:04,FALSE
161,47,,100,4/6/2021 03:17:31,4/6/2021 04:23:31,TRUE
162,47,,100,4/6/2021 11:24:58,4/6/2021 12:30:58,FALSE
163,11,,100,4/6/2021 12:56:36,4/6/2021 14:45:36,FALSE
164,39,,100,4/6/2021 21:46:36,4/6/2021 22:27:36,TRUE
165,47,,100,4/8/2021 01:04:17,4/8/2021 02:47:17,TRUE
166,7,,100,4/8/2021 01:25:22,4/8/2021 03:06:22,TRUE
167,25,,100,4/8/2021 02:22:20,4/8/2021 05:59:20,FALSE
168,44,,100,4/8/2021 03:47:37,4/8/2021 06:40:37,FALSE
169,43,,100,4/8/2021 04:24:27,4/8/2021 07:01:27,FALSE
170,8,,100,4/9/2021 08:35:44,4/9/2021 09:37:44,TRUE
171,18,,100,4/9/2021 09:20:42,4/9/2021 12:13:42,TRUE
172,24,,100,4/9/2021 10:31:10,4/9/2021 14:23:10,FALSE
173,53,,100,4/9/2021 11:38:26,4/9/2021 13:12:26,FALSE
174,26,,100,4/9/2021 19:45:30,4/9/2021 23:21:30,TRUE
175,30,,100,4/9/2021 23:24:49,4/9/2021 01:14:49,TRUE
176,28,,100,4/10/2021 08:17:36,4/10/2021 09:31:36,TRUE
177,19,,100,4/10/2021 17:24:26,4/10/2021 18:45:26,FALSE
178,39,,100,4/10/2021 18:01:29,4/10/2021 19:45:29,FALSE
179,26,,100,4/10/2021 23:01:58,4/10/2021 23:59:58,FALSE
180,36,,100,4/11/2021 10:23:11,4/11/2021 13:44:11,TRUE
181,14,,100,4/11/2021 22:15:44,4/11/2021 01:05:44,TRUE
182,26,,100,4/12/2021 15:04:54,4/12/2021 18:17:54,FALSE
183,23,,100,4/13/2021 12:26:56,4/13/2021 15:02:56,TRUE
184,36,,100,4/14/2021 00:30:03,4/14/2021 01:42:03,FALSE
185,47,,100,4/14/2021 00:53:35,4/14/2021 02:15:35,FALSE
186,54,,100,4/14/2021 14:35:30,4/14/2021 16:20:30,TRUE
187,53,,100,4/14/2021 17:28:46,4/14/2021 19:36:46,TRUE
188,31,,100,4/14/2021 18:19:43,4/14/2021 21:42:43,TRUE
189,37,,100,4/14/2021 19:46:42,4/14/2021 20:20:42,FALSE
190,37,,100,4/15/2021 00:44:45,4/15/2021 01:55:45,FALSE
191,42,,100,4/15/2021 17:19:18,4/15/2021 18:03:18,FALSE
192,22,,100,4/15/2021 21:49:24,4/15/2021 23:04:24,TRUE
193,43,,100,4/16/2021 05:05:56,4/16/2021 07:56:56,FALSE
194,49,,100,4/16/2021 06:02:19,4/16/2021 10:00:19,FALSE
195,9,,100,4/16/2021 12:56:59,4/16/2021 14:07:59,FALSE
196,14,,100,4/16/2021 15:59:00,4/16/2021 17:54:00,TRUE
197,4,,100,4/17/2021 00:04:47,4/17/2021 00:38:47,TRUE
198,51,,100,4/17/2021 01:24:05,4/17/2021 03:58:05,TRUE
199,60,,100,4/17/2021 01:36:41,4/17/2021 04:16:41,FALSE
200,15,,100,4/17/2021 10:41:12,4/17/2021 13:29:12,FALSE
201,21,,100,4/17/2021 11:27:11,4/17/2021 12:10:11,FALSE
202,27,,100,4/17/2021 15:11:57,4/17/2021 18:12:57,FALSE
203,34,,100,4/17/2021 20:17:47,4/17/2021 00:14:47,TRUE
204,17,,100,4/18/2021 04:24:32,4/18/2021 06:36:32,TRUE
205,35,,100,4/18/2021 07:51:56,4/18/2021 08:46:56,FALSE
206,3,,100,4/18/2021 09:14:50,4/18/2021 10:50:50,TRUE
207,32,,100,4/18/2021 13:04:19,4/18/2021 14:07:19,FALSE
208,17,,100,4/18/2021 14:26:59,4/18/2021 18:24:59,FALSE
209,49,,100,4/18/2021 17:32:25,4/18/2021 19:52:25,TRUE
210,49,,100,4/19/2021 01:44:54,4/19/2021 02:47:54,FALSE
211,14,,100,4/19/2021 10:06:40,4/19/2021 10:59:40,TRUE
212,53,,100,4/19/2021 13:49:33,4/19/2021 17:26:33,FALSE
213,15,,100,4/19/2021 15:48:47,4/19/2021 17:12:47,FALSE
214,32,,100,4/20/2021 06:32:26,4/20/2021 08:30:26,FALSE
215,44,,100,4/20/2021 15:03:24,4/20/2021 17:40:24,TRUE
216,57,,100,4/21/2021 06:32:38,4/21/2021 08:05:38,TRUE
217,42,,100,4/21/2021 07:47:39,4/21/2021 11:30:39,TRUE
218,2,,100,4/21/2021 19:13:32,4/21/2021 21:41:32,TRUE
219,59,,100,4/22/2021 11:47:38,4/22/2021 13:20:38,TRUE
220,52,,100,4/22/2021 18:18:13,4/22/2021 20:09:13,FALSE
221,36,,100,4/22/2021 21:47:55,4/22/2021 00:59:55,FALSE
222,19,,100,4/23/2021 00:11:33,4/23/2021 01:37:33,FALSE
223,12,,100,4/23/2021 01:56:07,4/23/2021 04:16:07,TRUE
224,47,,100,4/23/2021 22:41:56,4/23/2021 00:01:56,TRUE
225,35,,100,4/24/2021 01:32:56,4/24/2021 02:39:56,FALSE
226,20,,100,4/24/2021 19:44:38,4/24/2021 23:29:38,TRUE
227,34,,100,4/25/2021 08:57:22,4/25/2021 11:21:22,FALSE
228,19,,100,4/25/2021 19:25:48,4/25/2021 21:21:48,TRUE
229,29,,100,4/25/2021 19:34:31,4/25/2021 21:20:31,FALSE
230,50,,100,4/25/2021 23:24:24,4/25/2021 03:16:24,TRUE
231,27,,100,4/26/2021 01:10:55,4/26/2021 02:43:55,TRUE
232,45,,100,4/26/2021 07:59:50,4/26/2021 10:46:50,FALSE
233,15,,100,4/26/2021 13:19:41,4/26/2021 15:22:41,FALSE
234,37,,100,4/26/2021 16:37:48,4/26/2021 17:08:48,TRUE
235,55,,100,4/26/2021 19:05:34,4/26/2021 20:08:34,TRUE
236,21,,100,4/27/2021 06:47:00,4/27/2021 10:40:00,TRUE
237,24,,100,4/28/2021 11:05:09,4/28/2021 12:05:09,FALSE
238,21,,100,4/28/2021 12:27:30,4/28/2021 16:05:30,FALSE
239,63,,100,4/28/2021 13:55:40,4/28/2021 17:46:40,FALSE
240,13,,100,4/28/2021 19:50:16,4/28/2021 20:38:16,FALSE
241,47,,100,4/29/2021 00:27:35,4/29/2021 02:54:35,TRUE
242,68,,100,4/29/2021 00:29:23,4/29/2021 03:52:23,FALSE
243,51,,100,4/29/2021 05:03:06,4/29/2021 06:09:06,FALSE
244,68,,100,4/29/2021 14:13:17,4/29/2021 17:50:17,TRUE
245,17,,100,4/29/2021 15:15:48,4/29/2021 17:19:48,FALSE
246,9,,100,4/30/2021 05:02:41,4/30/2021 07:57:41,TRUE
247,40,,100,4/30/2021 14:52:47,4/30/2021 17:44:47,TRUE
248,13,,100,4/30/2021 19:06:12,4/30/2021 20:44:12,FALSE
249,68,,100,4/30/2021 23:41:15,4/30/2021 03:34:15,FALSE
250,46,,100,5/2/2021 16:15:49,5/2/2021 17:11:49,FALSE
251,6,,100,5/3/2021 01:58:23,5/3/2021 04:07:23,FALSE
252,48,,100,5/3/2021 13:04:49,5/3/2021 15:27:49,TRUE
253,35,,100,5/3/2021 17:43:42,5/3/2021 21:09:42,FALSE
254,3,,100,5/3/2021 18:31:14,5/3/2021 19:29:14,FALSE
255,6,,100,5/3/2021 20:41:11,5/3/2021 23:51:11,TRUE
256,70,,100,5/4/2021 01:14:10,5/4/2021 04:00:10,FALSE
257,42,,100,5/4/2021 05:28:42,5/4/2021 06:09:42,FALSE
258,52,,100,5/4/2021 05:32:19,5/4/2021 09:08:19,TRUE
259,14,,100,5/4/2021 06:19:40,5/4/2021 07:53:40,FALSE
260,29,,100,5/4/2021 20:03:03,5/4/2021 21:12:03,FALSE
261,48,,100,5/5/2021 00:05:53,5/5/2021 00:54:53,FALSE
262,40,,100,5/5/2021 02:30:21,5/5/2021 03:26:21,FALSE
263,8,,100,5/5/2021 20:10:02,5/5/2021 23:57:02,TRUE
264,75,,100,5/6/2021 11:58:03,5/6/2021 15:18:03,FALSE
265,59,,100,5/6/2021 19:59:08,5/6/2021 23:33:08,FALSE
266,60,,100,5/7/2021 14:19:05,5/7/2021 16:44:05,FALSE
267,43,,100,5/7/2021 19:01:46,5/7/2021 21:40:46,FALSE
268,3,,100,5/8/2021 00:24:07,5/8/2021 02:07:07,TRUE
269,3,,100,5/8/2021 21:39:37,5/8/2021 00:11:37,FALSE
270,52,,100,5/8/2021 23:50:26,5/8/2021 01:53:26,TRUE
271,10,,100,5/9/2021 00:37:08,5/9/2021 01:59:08,TRUE
272,29,,100,5/9/2021 04:51:05,5/9/2021 08:25:05,FALSE
273,44,,100,5/9/2021 19:46:37,5/9/2021 21:08:37,TRUE
274,76,,100,5/9/2021 19:59:01,5/9/2021 22:55:01,FALSE
275,40,,100,5/9/2021 20:07:18,5/9/2021 20:41:18,TRUE
276,28,,100,5/9/2021 20:11:47,5/9/2021 22:01:47,TRUE
277,67,,100,5/11/2021 03:40:19,5/11/2021 04:52:19,TRUE
278,51,,100,5/11/2021 07:04:04,5/11/2021 09:47:04,TRUE
279,24,,100,5/11/2021 14:29:47,5/11/2021 15:04:47,TRUE
280,34,,100,5/11/2021 16:59:00,5/11/2021 17:50:00,TRUE
281,51,,100,5/11/2021 20:01:38,5/11/2021 22:15:38,TRUE
282,73,,100,5/12/2021 08:59:41,5/12/2021 10:53:41,FALSE
283,35,,100,5/12/2021 12:53:49,5/12/2021 15:13:49,FALSE
284,32,,100,5/13/2021 06:20:48,5/13/2021 08:29:48,FALSE
285,75,,100,5/13/2021 08:13:20,5/13/2021 08:46:20,FALSE
286,82,,100,5/13/2021 11:00:29,5/13/2021 12:26:29,TRUE
287,46,,100,5/13/2021 13:04:12,5/13/2021 15:40:12,FALSE
288,48,,100,5/14/2021 05:56:35,5/14/2021 07:30:35,FALSE
289,59,,100,5/14/2021 09:35:53,5/14/2021 11:38:53,FALSE
290,4,,100,5/15/2021 01:05:39,5/15/2021 01:42:39,FALSE
291,75,,100,5/15/2021 02:13:50,5/15/2021 06:13:50,TRUE
292,19,,100,5/15/2021 07:26:44,5/15/2021 10:13:44,TRUE
293,32,,100,5/15/2021 14:23:54,5/15/2021 16:57:54,TRUE
294,35,,100,5/16/2021 02:48:13,5/16/2021 06:42:13,FALSE
295,2,,100,5/16/2021 03:21:38,5/16/2021 05:27:38,FALSE
296,25,,100,5/16/2021 04:08:09,5/16/2021 07:29:09,FALSE
297,67,,100,5/16/2021 04:24:13,5/16/2021 07:19:13,FALSE
298,59,,100,5/16/2021 07:29:59,5/16/2021 09:28:59,TRUE
299,5,,100,5/16/2021 08:49:42,5/16/2021 09:33:42,TRUE
300,50,,100,5/16/2021 20:33:42,5/16/2021 22:56:42,TRUE
301,89,,100,5/16/2021 23:43:26,5/16/2021 01:11:26,TRUE
302,72,,100,5/17/2021 00:45:51,5/17/2021 04:26:51,TRUE
303,25,,100,5/17/2021 02:51:41,5/17/2021 05:16:41,FALSE
304,91,,100,5/17/2021 04:31:28,5/17/2021 06:28:28,TRUE
305,42,,100,5/17/2021 20:40:24,5/17/2021 21:36:24,TRUE
306,93,,100,5/18/2021 01:36:11,5/18/2021 03:27:11,TRUE
307,12,,100,5/18/2021 09:32:26,5/18/2021 11:49:26,TRUE
308,89,,100,5/19/2021 01:09:28,5/19/2021 02:54:28,TRUE
309,26,,100,5/19/2021 04:26:39,5/19/2021 06:54:39,TRUE
310,30,,100,5/19/2021 08:03:39,5/19/2021 09:27:39,TRUE
311,91,,100,5/19/2021 12:02:04,5/19/2021 12:46:04,TRUE
312,77,,100,5/19/2021 17:23:50,5/19/2021 19:04:50,FALSE
313,7,,100,5/20/2021 00:59:04,5/20/2021 04:38:04,TRUE
314,73,,100,5/20/2021 02:33:01,5/20/2021 04:14:01,FALSE
315,23,,100,5/20/2021 04:47:12,5/20/2021 08:20:12,TRUE
316,62,,100,5/20/2021 10:37:29,5/20/2021 14:34:29,FALSE
317,63,,100,5/20/2021 17:05:31,5/20/2021 19:10:31,FALSE
318,33,,100,5/21/2021 06:49:49,5/21/2021 09:51:49,TRUE
319,46,,100,5/21/2021 15:06:41,5/21/2021 16:29:41,FALSE
320,36,,100,5/22/2021 09:55:48,5/22/2021 13:21:48,TRUE
321,83,,100,5/22/2021 15:31:26,5/22/2021 17:01:26,FALSE
322,14,,100,5/24/2021 04:12:47,5/24/2021 07:30:47,FALSE
323,57,,100,5/24/2021 06:45:55,5/24/2021 08:34:55,TRUE
324,26,,100,5/24/2021 10:27:53,5/24/2021 12:14:53,TRUE
325,74,,100,5/24/2021 21:39:26,5/24/2021 23:33:26,TRUE
326,50,,100,5/24/2021 21:50:42,5/24/2021 01:44:42,TRUE
327,83,,100,5/24/2021 22:54:38,5/24/2021 02:12:38,TRUE
328,72,,100,5/25/2021 04:45:23,5/25/2021 06:04:23,TRUE
329,31,,100,5/25/2021 19:27:53,5/25/2021 21:26:53,FALSE
330,48,,100,5/26/2021 20:57:18,5/26/2021 22:32:18,TRUE
331,25,,100,5/27/2021 06:23:04,5/27/2021 07:46:04,TRUE
332,95,,100,5/27/2021 10:31:28,5/27/2021 11:58:28,TRUE
333,12,,100,5/27/2021 20:39:10,5/27/2021 22:40:10,FALSE
334,1,,100,5/27/2021 21:02:43,5/27/2021 22:58:43,FALSE
335,78,,100,5/28/2021 04:24:14,5/28/2021 04:54:14,TRUE
336,35,,100,5/28/2021 05:44:20,5/28/2021 06:14:20,FALSE
337,101,,100,5/28/2021 17:40:57,5/28/2021 20:38:57,TRUE
338,100,,100,5/28/2021 20:40:22,5/28/2021 23:39:22,FALSE
339,47,,100,5/29/2021 08:13:22,5/29/2021 10:35:22,FALSE
340,9,,100,5/29/2021 13:33:17,5/29/2021 15:03:17,FALSE
341,31,,100,5/29/2021 17:02:13,5/29/2021 19:33:13,FALSE
342,54,,100,5/29/2021 17:28:15,5/29/2021 18:21:15,FALSE
343,58,,100,5/30/2021 02:59:03,5/30/2021 05:48:03,FALSE
344,19,,100,5/30/2021 06:36:20,5/30/2021 07:33:20,TRUE
345,73,,100,5/30/2021 15:32:46,5/30/2021 16:55:46,TRUE
346,31,,100,5/31/2021 07:23:29,5/31/2021 09:30:29,FALSE
347,56,,100,5/31/2021 11:15:20,5/31/2021 13:46:20,TRUE
348,18,,100,5/31/2021 23:24:09,5/31/2021 02:09:09,FALSE
349,28,,100,6/1/2021 10:02:49,6/1/2021 11:56:49,FALSE
350,65,,100,6/1/2021 22:26:41,6/1/2021 02:05:41,TRUE
351,60,,100,6/2/2021 04:39:32,6/2/2021 07:44:32,FALSE
352,53,,100,6/2/2021 11:28:14,6/2/2021 12:41:14,TRUE
353,63,,100,6/3/2021 11:46:52,6/3/2021 14:03:52,FALSE
354,106,,100,6/4/2021 09:49:21,6/4/2021 11:55:21,TRUE
355,45,,100,6/4/2021 14:13:49,6/4/2021 17:41:49,FALSE
356,78,,100,6/4/2021 20:40:44,6/4/2021 21:44:44,FALSE
357,81,,100,6/4/2021 20:58:27,6/4/2021 22:21:27,FALSE
358,31,,100,6/5/2021 00:32:10,6/5/2021 01:08:10,FALSE
359,32,,100,6/5/2021 10:07:42,6/5/2021 13:58:42,FALSE
360,44,,100,6/5/2021 11:56:45,6/5/2021 12:48:45,TRUE
361,65,,100,6/5/2021 22:18:58,6/5/2021 23:06:58,FALSE
362,15,,100,6/5/2021 22:19:53,6/5/2021 00:01:53,FALSE
363,61,,100,6/5/2021 23:27:31,6/5/2021 00:47:31,TRUE
364,60,,100,6/6/2021 04:46:44,6/6/2021 06:55:44,TRUE
365,77,,100,6/6/2021 05:01:49,6/6/2021 05:54:49,FALSE
366,36,,100,6/6/2021 08:50:33,6/6/2021 10:50:33,FALSE
